qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
17	2WBC:A	100	179	0	0	1	179	1	179	8.15e-132	369	179
28	1WBA:A	100	171	0	0	1	171	1	171	7.16e-128	358	171
72	1WBA:A	100	168	0	0	1	168	3	170	7.11e-125	350	168
96	3IIR:B	100	177	0	0	1	177	2	178	2.36e-132	370	177
124	6S2Z:A	100	141	0	0	1	141	3	143	1.12e-99	286	141
134	2WBC:A	100	172	0	0	1	172	3	174	6.60e-127	356	172
187	2QN4:B	100	83	0	0	1	83	4	86	4.17e-57	176	96
214	2GZB:A	100	159	0	0	1	159	4	162	4.48e-115	325	159
228	1AVA:D	100	173	0	0	1	173	5	177	6.17e-134	374	173
249	2DRE:D	100	160	0	0	1	160	4	163	1.54e-116	329	160
249	2DRE:A	100	157	0	0	1	157	5	161	3.10e-114	323	160
270	1AVA:D	100	181	0	0	1	181	1	181	4.78e-140	390	181
308	5XOZ:B	100	174	0	0	1	174	3	176	1.41e-132	370	174
379	7JOD:I	100	159	0	0	1	159	4	162	7.10e-117	330	159
409	5DZU:A	100	181	0	0	1	181	6	186	9.46e-137	382	181
462	6O1F:I	100	174	0	0	1	174	2	175	1.00e-127	358	174
485	5G00:A	100	168	0	0	1	168	17	184	1.36e-123	348	168
