qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
93	1VRC:D	100	85	0	0	1	85	1	85	6.19e-52	159	85
221	1KKL:J	100	84	0	0	1	84	1	84	2.65e-51	158	84
277	1Y4Y:C	100	83	0	0	2	84	1	83	8.62e-50	154	84
354	1PCH:A	100	83	0	0	2	84	1	83	1.08e-50	156	84
393	1PCH:A	100	88	0	0	1	88	1	88	5.60e-54	165	88
436	1MU4:B	100	84	0	0	1	84	1	84	2.11e-50	155	84
495	2NZV:L	100	83	0	0	2	84	1	83	2.47e-49	153	84
725	5T17:A	100	84	0	0	1	84	2	85	1.77e-51	158	85
759	5T17:A	100	83	0	0	1	83	2	84	3.58e-51	157	85
856	1QFR:A	100	87	0	0	1	87	1	87	1.93e-54	166	87
929	1QR5:A	100	84	0	0	1	84	1	84	5.55e-53	162	84
1096	1VRC:D	100	84	0	0	1	84	1	84	1.20e-51	159	84
1265	7X7H:D	100	83	0	0	2	84	3	85	1.70e-51	158	84
1287	1KA5:A	100	84	0	0	1	84	1	84	1.59e-52	161	84
1420	3IHS:A	100	82	0	0	1	82	4	85	5.26e-50	154	82
1454	1QFR:A	100	84	0	0	1	84	1	84	3.31e-52	160	84
1480	1JEM:A	100	87	0	0	1	87	1	87	2.13e-53	163	87
1480	2HID:A	100	87	0	0	1	87	1	87	2.13e-53	163	87
1534	7FF5:C	100	84	0	0	1	84	1	84	2.85e-52	160	84
1635	7X7H:D	100	73	0	0	2	74	3	75	7.38e-44	139	76
1696	3LFG:B	100	84	0	0	1	84	1	84	9.51e-52	159	84
1869	1KA5:A	100	88	0	0	1	88	1	88	1.17e-55	169	88
