	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	6taa	2GVY:A	100	476	0	0	1	476	1	476	0.0	960	476
1	6taa	2GVY:B	100	476	0	0	1	476	1	476	0.0	960	476
2	6taa	6YQ7:A	100	476	0	0	1	476	1	476	0.0	960	476
3	6taa	6YQ7:B	100	476	0	0	1	476	1	476	0.0	960	476
4	6taa	6TAA:A	100	476	0	0	1	476	1	476	0.0	960	476
5	6taa	7TAA:A	100	476	0	0	1	476	1	476	0.0	960	476
6	6taa	3KWX:A	100	476	0	0	1	476	1	476	0.0	960	476
7	6taa	7P4W:A	100	476	0	0	1	476	1	476	0.0	960	476
8	6taa	3VX1:A	100	476	0	0	1	476	1	476	0.0	960	476
9	6taa	2GUY:A	100	476	0	0	1	476	1	476	0.0	960	476
10	2aaa	2AAA:A	100	476	0	0	1	476	1	476	0.0	935	476
11	1cgt	1CGT:A	100	502	0	0	1	502	1	502	0.0	1012	502
12	1cdg	1CXE:A	100	503	0	0	1	503	1	503	0.0	1017	503
13	1cyg	1CYG:A	100	499	0	0	1	499	1	499	0.0	1026	499
14	1bvnp	1BVN:P	100	496	0	0	1	496	1	496	0.0	1056	496
15	1jae	1JAE:A	100	470	0	0	1	470	2	471	0.0	982	470
16	1aqm	1B0I:A	100	448	0	0	1	448	1	448	0.0	928	448
17	1bag	1BAG:A	100	425	0	0	1	425	1	425	0.0	866	425
18	1avaa	1AVA:B	100	403	0	0	1	403	1	403	0.0	863	403
