	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	54	2VD6:D	100	146	0	0	1	146	76	221	6.56e-96	300.0	146
1	224	1VDK:A	100	332	0	0	1	332	8	339	3.16e-235	648.0	332
2	291	3GTD:A	100	331	0	0	1	331	10	340	2.65e-237	653.0	331
3	483	3RD8:A	100	325	0	0	1	325	10	334	2.01e-222	615.0	325
4	574	1JSW:B	100	333	0	0	1	333	13	345	7.3e-239	657.0	333
5	699	6G3E:A	100	251	0	0	1	251	50	300	2.3999999999999998e-172	487.0	251
6	1142	5F92:B	100	325	0	0	1	325	9	333	1.34e-221	613.0	325
7	1313	4HGV:D	100	331	0	0	1	331	10	340	6.13e-235	647.0	331
8	1326	7C1C:B	100	332	0	0	1	332	12	343	1.62e-236	652.0	332
9	1454	3RRP:A	100	327	0	0	1	327	13	339	2.32e-223	618.0	327
10	1661	1JSW:B	100	459	0	0	1	459	1	459	0.0	907.0	459
11	1731	5NX9:B	100	286	0	0	1	286	21	306	1.1599999999999999e-205	573.0	286
12	2178	2X75:A	100	133	0	0	1	133	153	285	1.4600000000000001e-86	261.0	133
13	2480	2X75:A	100	284	0	0	1	284	2	285	1.3000000000000001e-200	557.0	284
14	2571	1TJ7:A	100	296	0	0	1	296	4	299	4.6700000000000006e-210	583.0	296
15	2799	6NZC:A	100	156	0	0	1	156	71	226	3.14e-105	311.0	156
16	2872	2PFM:B	100	286	0	0	1	286	2	287	1.47e-203	565.0	286
17	3070	5NX9:B	100	288	0	0	1	288	19	306	9.370000000000001e-208	578.0	288
18	3306	2PFM:B	100	279	0	0	1	279	9	287	4.75e-198	551.0	279
19	3314	7LUB:A	100	332	0	0	1	332	11	342	6.1099999999999995e-236	650.0	332
20	3325	1JSW:B	100	38	0	0	1	38	308	345	1.25e-17	76.3	38
21	3364	4EFC:B	100	307	0	0	1	307	17	323	1.91e-224	620.0	307
22	3401	3TV2:A	100	331	0	0	1	331	8	338	2.0299999999999998e-230	636.0	331
23	3434	6N1M:A	100	331	0	0	1	331	15	345	3.57e-240	661.0	331
24	3901	1TJ7:A	100	260	0	0	1	260	40	299	6.18e-182	510.0	260
25	3981	1I0A:A	100	295	0	0	1	295	1	295	4.36e-191	535.0	295
26	4040	6NZC:A	100	171	0	0	1	171	114	284	1.85e-116	340.0	171
27	4309	3OCE:B	100	332	0	0	1	332	10	341	7e-230	635.0	332
28	4595	9GGJ:F	100	295	0	0	1	295	2	296	4.479999999999999e-207	582.0	295
29	4724	3GZH:A	100	307	0	0	1	307	27	333	2.94e-224	620.0	307
30	5006	1FUR:A	100	456	0	0	1	456	1	456	0.0	893.0	456
31	5073	5NX9:B	100	133	0	0	1	133	174	306	1.53e-86	263.0	133
32	5108	3R6V:F	100	330	0	0	1	330	9	338	8.21e-234	645.0	330
33	5133	3OCE:B	100	237	0	0	1	237	10	246	3.2800000000000004e-160	454.0	237
34	5236	1FUP:A	100	331	0	0	1	331	8	338	2.18e-236	651.0	331
35	5236	1FUQ:A	100	331	0	0	1	331	9	339	2.26e-236	651.0	331
36	5236	1FUO:A	100	331	0	0	1	331	9	339	2.26e-236	651.0	331
37	5236	1YFE:A	100	331	0	0	1	331	9	339	2.3399999999999997e-236	651.0	331
38	5236	6NZ9:B	100	331	0	0	1	331	10	340	2.52e-236	651.0	331
39	5332	3GZH:A	100	183	0	0	1	183	27	209	5e-124	360.0	183
40	5452	5NX9:B	100	255	0	0	1	255	51	305	3.3099999999999997e-180	507.0	255
