	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	Q6V2C4_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
1	Q8BAA8_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
2	Q6V2C2_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
3	Q8BAA9_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
4	Q6V2C7_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
5	Q6V2C6_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
6	Q8BAA7_9ENTO/1-67	7C9W:A	100	67	0	0	1	67	59	125	1.05e-39	134.0	67
7	Q912G7_9ENTO/1-81	7C9W:A	100	81	0	0	1	81	59	139	6.91e-51	163.0	81
8	Q91UI0_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
9	Q91UF9_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
10	Q91UH6_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
11	Q997K0_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
12	Q91UH2_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
13	Q91UI6_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
14	Q91UH7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
15	Q91UD9_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
16	Q91UG4_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
17	Q91UG6_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
18	Q91UF3_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
19	Q997J7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
20	Q997M6_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
21	Q91UH0_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
22	Q91UI4_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
23	Q91UH5_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
24	Q997L1_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
25	Q997M1_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
26	Q997M3_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
27	Q997M4_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
28	Q91UI7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
29	Q997L6_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
30	Q91UG3_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
31	Q91UH9_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
32	Q91UI2_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
33	Q997K7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
34	Q91UF2_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
35	Q997K4_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
36	Q91UG7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
37	Q91UH8_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
38	Q997J8_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
39	Q91UF7_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
40	Q91UD8_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
41	Q91UG9_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
42	Q91UH1_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
43	Q997K5_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
44	Q91UI3_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
45	Q997M2_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
46	Q91UE0_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
47	Q91UG5_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
48	Q997K1_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
49	Q997L2_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
50	Q997L5_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
51	Q997J9_9ENTO/1-157	7C9W:A	100	157	0	0	1	157	49	205	1.73e-114	328.0	157
52	Q6J4K4_9ENTO/1-79	7C9W:A	100	79	0	0	1	79	138	216	1.43e-57	180.0	79
53	Q6J2U5_9ENTO/1-79	7C9W:A	100	79	0	0	1	79	138	216	1.43e-57	180.0	79
54	Q6GYJ1_9ENTO/1-79	7C9W:A	100	79	0	0	1	79	138	216	1.43e-57	180.0	79
55	Q6J4K3_9ENTO/1-79	7C9W:A	100	79	0	0	1	79	138	216	1.43e-57	180.0	79
56	A8BJB7_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
57	A8BJB6_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
58	A8BJE1_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
59	A8BJA2_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
60	A8BJC3_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
61	A8BJD3_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
62	A8BJ75_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
63	A8BJC6_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
64	A8BJA9_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
65	A8BJ81_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
66	A8BJC0_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
67	A8BJ89_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
68	A8BJE7_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
69	A8BJF2_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
70	A8BJ95_9ENTO/1-65	7C9W:A	100	65	0	0	1	65	152	216	6.64e-46	149.0	65
71	Q68GU7_9ENTO/1-43	7C9W:A	100	43	0	0	1	43	174	216	5.420000000000001e-26	97.4	43
72	Q56FN3_9ENTO/1-43	7C9W:A	100	43	0	0	1	43	174	216	5.420000000000001e-26	97.4	43
73	Q1AAG5_9ENTO/1-81	7C9W:A	100	81	0	0	1	81	60	140	1.38e-50	162.0	81
74	Q1AAF9_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
75	Q1AAG4_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
76	Q1AAG2_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
77	Q1AAF7_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
78	Q1AAG3_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
79	Q1AAH1_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
80	Q1AAH2_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
81	Q1AAF8_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
82	Q1AAG8_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
83	Q1AAG9_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
84	Q1AAG1_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
85	Q1AAF4_9ENTO/1-83	7C9W:A	100	83	0	0	1	83	60	142	4.66e-52	166.0	83
86	Q58HM8_9ENTO/608-792	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
87	Q45RD1_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
88	Q5EIB2_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
89	Q45RD0_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
90	A7J0E0_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
91	Q5EIB1_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
92	Q670U5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
93	Q45RD8_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
94	Q45RE0_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
95	Q3HNQ5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
96	Q670T9_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
97	A7J0D4_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
98	Q45RE6_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
99	Q8B4U7_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
100	Q9Q9N2_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
101	Q8B4V3_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
102	C7EZ91_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
103	A7J0D8_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
104	Q8B4U9_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
105	Q8B4T8_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
106	A7J0C5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
107	Q2HXF9_9ENTO/2-186	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
108	Q66RL7_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
109	Q2HXG0_9ENTO/2-186	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
110	Q3HNQ6_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
111	Q8B4U4_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
112	A7J0E7_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
113	A7J0D3_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
114	Q66NY8_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
115	A7J0D7_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
116	Q670T5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
117	Q2HXF6_9ENTO/2-186	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
118	Q45RC9_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
119	Q8B4U5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
120	Q8B4U3_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
121	A7J0D5_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
122	Q306E5_9ENTO/608-792	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
123	A7J0E1_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
124	Q45RC8_9ENTO/40-224	7C9W:A	100	185	0	0	1	185	32	216	3.9e-137	386.0	185
