qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
58	8EOR:C	100	526	0	0	22	547	1	526	0.0	1066	547
59	8AXC:D	100	256	0	0	1	256	256	511	2.30e-189	531	256
76	5YDH:B	100	65	0	0	1	65	79	143	1.99e-40	140	65
110	8AXC:B	100	512	0	0	20	531	1	512	0.0	1048	531
296	4AQD:A	100	520	0	0	23	542	1	520	0.0	1071	542
361	1THG:A	100	543	0	0	1	543	2	544	0.0	1105	543
367	4BE4:A	100	527	0	0	11	537	3	529	0.0	1055	537
475	3BIW:D	100	50	0	0	20	69	135	184	2.37e-26	103	87
475	3BIX:D	100	45	0	0	25	69	140	184	4.39e-23	94.4	87
514	5C8V:A	100	259	0	0	1	259	98	356	1.24e-190	536	259
571	6SCJ:B	100	273	0	0	1	273	2163	2435	4.76e-175	538	275
620	1AKN:A	100	522	0	0	14	535	1	522	0.0	1079	535
680	5W1U:B	100	515	0	0	3	517	1	515	0.0	1058	517
712	6ARY:B	100	65	0	0	1	65	78	142	3.81e-40	140	65
748	1UKC:A	100	508	0	0	21	528	1	508	0.0	1034	528
1008	6WVO:B	100	127	0	0	19	145	1	127	7.36e-90	273	145
1008	4BDT:A	100	124	0	0	22	145	1	124	4.50e-87	267	145
1016	4AQD:A	100	141	0	0	1	141	66	206	1.17e-91	293	141
1179	3RAR:A	100	518	0	0	16	533	1	518	0.0	1039	533
1305	4FNM:A	100	112	0	0	1	112	69	180	1.20e-78	244	112
1362	5IKX:B	100	259	0	0	1	259	101	359	1.37e-190	536	259
1389	1CLE:A	100	534	0	0	1	534	1	534	0.0	1078	534
1389	1CLE:B	100	534	0	0	1	534	1	534	0.0	1078	534
1669	6XYS:A	100	21	0	0	1	21	79	99	5.75e-10	53.5	21
1669	6XYU:A	100	21	0	0	1	21	79	99	5.75e-10	53.5	21
1669	6XYY:A	100	21	0	0	1	21	79	99	5.75e-10	53.5	21
1749	5W1U:B	100	44	0	0	4	47	1	44	1.20e-22	91.3	52
1879	6SCJ:B	100	79	0	0	20	98	2617	2695	2.18e-50	172	98
1926	8S9J:G	100	449	0	0	1	449	4	452	0.0	926	449
1944	3ZV7:A	100	523	0	0	23	545	1	523	0.0	1092	545
2111	5W1U:B	100	95	0	0	1	95	385	479	3.74e-61	197	95
2231	5YDH:B	100	91	0	0	1	91	378	468	9.93e-64	203	91
2267	8EOR:C	100	412	0	0	1	412	115	526	1.82e-305	832	412
2376	7W1K:A	100	492	0	0	1	492	1	492	0.0	985	492
2523	5YDH:B	100	525	0	0	15	539	1	525	0.0	1097	539
2552	4BC0:A	100	531	0	0	20	550	1	531	0.0	1094	550
2670	4BDT:A	100	321	0	0	22	342	1	321	3.60e-239	663	345
2866	3RAR:A	100	534	0	0	1	534	1	534	0.0	1075	534
3040	4BDT:A	100	528	0	0	22	549	1	528	0.0	1078	549
3053	3BL8:C	100	90	0	0	1	90	472	561	3.04e-60	195	90
3081	7N4Y:B	100	77	0	0	1	77	2625	2701	9.40e-49	167	77
3110	5A2G:D	100	413	0	0	1	413	1	413	2.76e-311	846	413
3148	6XYY:A	100	332	0	0	1	332	230	561	6.03e-248	685	332
3472	5W1U:B	100	252	0	0	1	252	265	516	3.39e-184	518	252
3546	8GS3:B	100	143	0	0	1	143	359	501	3.69e-101	304	143
3638	1LLF:B	100	518	0	0	16	533	1	518	0.0	1044	533
3676	6SCJ:B	100	533	0	0	1	533	2163	2695	0.0	1073	533
