qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
7	8VU6:A	100	41	0	0	1	41	4	44	2.56e-28	97.1	41
7	2X3T:C	100	39	0	0	3	41	1	39	1.19e-23	93.6	41
36	4MPI:B	100	39	0	0	1	39	3	41	7.73e-27	93.2	39
58	2X52:B	100	39	0	0	2	40	1	39	1.55e-25	93.6	40
96	1ULK:B	100	40	0	0	1	40	1	40	4.26e-27	96.3	40
114	2X52:A	100	42	0	0	1	42	2	43	5.83e-29	102	42
117	2DKV:A	100	39	0	0	2	40	1	39	2.00e-24	93.6	40
129	1ENM:A	100	17	0	0	1	17	49	65	1.21e-06	43.1	35
129	1EN2:A	100	17	0	0	1	17	49	65	1.21e-06	43.1	35
129	1EIS:A	100	16	0	0	1	16	47	62	9.03e-06	40.8	35
147	8VU7:A	100	40	0	0	1	40	4	43	9.79e-28	95.5	40
162	4WP4:A	100	41	0	0	1	41	1	41	7.13e-30	100	41
192	4WP4:A	100	33	0	0	2	34	1	33	5.55e-23	83.2	34
226	8VU8:A	100	42	0	0	1	42	2	43	1.24e-28	97.8	42
240	2LB7:A	100	41	0	0	1	41	1	41	2.02e-27	94.7	41
243	4WP4:A	100	41	0	0	2	42	1	41	7.46e-30	100	42
277	8VU8:A	100	41	0	0	1	41	1	41	6.90e-28	95.9	41
282	4WP4:A	100	43	0	0	1	43	1	43	1.14e-31	105	43
419	1ULM:B	100	40	0	0	1	40	1	40	3.58e-27	95.1	40
