	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	C8MST4_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
1	C8L5M5_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
2	C8MQD8_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
3	C8LYA2_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
4	FLP_STAAN/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
5	FLP_STAAM/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
6	C8MA45_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
7	D0K914_STAAD/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
8	C8LSN3_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
9	D3ESK0_STAA4/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
10	A7X690_STAA1/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
11	D1QZW6_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
12	A5IVM2_STAA9/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
13	A6U4H2_STAA2/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
14	C8N2S2_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
15	D1QJR8_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
16	C8LNA6_STAAU/43-368	4GDN:B	100	326	0	0	1	326	10	335	2.3599999999999997e-242	661.0	326
17	Q9V2D6_PYRAB/6-348	2QMI:H	100	343	0	0	1	343	6	348	7.35e-250	685.0	343
18	P94288_BACCE/50-387	4Y7P:A	100	338	0	0	1	338	4	341	4.4900000000000005e-247	674.0	338
19	Q06W94_SALNE/1-95	1ZC2:B	100	95	0	0	1	95	262	356	1.86e-61	193.0	95
20	Q06W94_SALNE/1-95	1ZC2:A	100	95	0	0	1	95	264	358	1.9599999999999998e-61	193.0	95
21	Q06W94_SALNE/1-95	7PA5:A	100	95	0	0	1	95	265	359	2.0099999999999997e-61	193.0	95
22	Q06W94_SALNE/1-95	8DI7:A	100	95	0	0	1	95	265	359	2.0099999999999997e-61	193.0	95
23	Q06W94_SALNE/1-95	8DI7:B	100	95	0	0	1	95	265	359	2.0099999999999997e-61	193.0	95
