	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	ZKSC5_HUMAN/402-424	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
1	ZKSC5_PANTR/402-424	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
2	Q8N718_HUMAN/402-424	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
3	D2HP65_AILME/349-371	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
4	A1YFA2_9PRIM/81-103	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
5	Q69ZT2_MOUSE/409-431	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
6	A2T803_PONPY/264-286	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
7	Q6PAK4_MOUSE/324-346	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
8	D3YY87_MOUSE/325-347	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
9	B3KU58_HUMAN/402-424	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
10	Q75MV2_HUMAN/217-239	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
11	B3KNK8_HUMAN/402-424	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
12	ZKSC5_MOUSE/397-419	2EON:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
13	C7GP68_YEAS2/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
14	C8ZJL5_YEAS8/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
15	TF3A_YEAST/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
16	B3LKE5_YEAS1/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
17	B5VTW6_YEAS6/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
18	A6ZX60_YEAS7/163-186	8FFZ:A	100	24	0	0	1	24	120	143	3.99e-11	57.0	24
19	B129_SSV1/75-99	2WBT:B	100	25	0	0	1	25	58	82	3.04e-12	57.4	25
20	B129_SSV1/75-99	2WBT:A	100	25	0	0	1	25	71	95	4.1e-12	57.4	25
21	ZN524_MOUSE/109-131	7YSF:A	100	23	0	0	1	23	2	24	8.2e-12	56.2	23
22	ZN524_HUMAN/114-136	7YSF:A	100	23	0	0	1	23	2	24	8.2e-12	56.2	23
23	ZNFP_CERAE/316-338	2ENA:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
24	A8K8Y5_HUMAN/316-338	2ENA:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
25	ZN224_HUMAN/316-338	2ENA:A	100	23	0	0	1	23	13	35	2.04e-11	53.5	23
26	ZNFP_CERAE/288-310	2EOQ:A	100	23	0	0	1	23	13	35	1.75e-12	56.2	23
27	ZN224_HUMAN/288-310	2EOQ:A	100	23	0	0	1	23	13	35	1.75e-12	56.2	23
28	A8K8Y5_HUMAN/288-310	2EOQ:A	100	23	0	0	1	23	13	35	1.75e-12	56.2	23
29	B1H333_XENTR/541-563	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
30	Q544F9_MOUSE/547-569	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
31	D2H065_AILME/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
32	A5PL18_HUMAN/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
33	B4E2L2_HUMAN/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
34	Q5U4Y1_XENLA/541-563	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
35	Q6DCT1_XENLA/541-563	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
36	BCL6_CHICK/548-570	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
37	Q8CB25_MOUSE/547-569	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
38	BCL6_HUMAN/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
39	Q5RB65_PONAB/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
40	B2GUV8_RAT/547-569	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
41	BCL6_MOUSE/547-569	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
42	D3DNV5_HUMAN/546-568	2LCE:A	100	23	0	0	1	23	8	30	2.63e-12	56.2	23
43	B4E2L2_HUMAN/602-624	2EOS:A	100	23	0	0	1	23	12	34	4.62e-12	55.1	23
