	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	12	2IE7:A	100	66	0	0	1	66	88	153	5.79e-38	130.0	66
1	49	1DK5:A	100	66	0	0	1	66	247	312	7.82e-38	130.0	66
2	102	8GYC:B	100	67	0	0	1	67	172	238	1.01e-39	135.0	67
3	122	4HRE:D	100	66	0	0	1	66	36	101	7.36e-36	125.0	66
4	127	2ZHI:A	100	66	0	0	1	66	87	152	1.3799999999999999e-38	132.0	66
5	129	6TU2:A	100	20	0	0	1	20	290	309	5.43e-07	45.1	20
6	129	6TU2:B	100	20	0	0	1	20	290	309	5.43e-07	45.1	20
7	129	6TU2:C	100	20	0	0	1	20	290	309	5.43e-07	45.1	20
8	136	1N00:A	100	66	0	0	1	66	89	154	2.64e-39	134.0	66
9	138	6T58:A	100	31	0	0	1	31	514	544	7.94e-14	65.1	31
10	154	6TU2:A	100	19	0	0	1	19	131	149	1.62e-05	40.8	19
11	154	6TU2:B	100	19	0	0	1	19	131	149	1.62e-05	40.8	19
12	154	6TU2:C	100	19	0	0	1	19	131	149	1.62e-05	40.8	19
13	195	8W5S:C	100	66	0	0	1	66	233	298	4.01e-38	130.0	66
14	213	1DK5:A	100	66	0	0	1	66	91	156	9.02e-40	135.0	66
15	230	8GYC:B	100	66	0	0	1	66	248	313	1.06e-38	132.0	66
16	247	1DK5:A	100	66	0	0	1	66	19	84	6.4e-40	135.0	66
17	251	2IE7:A	100	67	0	0	1	67	171	237	1.95e-39	134.0	67
18	265	4EVF:A	100	65	0	0	1	65	4	68	6.96e-34	119.0	65
19	344	2ZOC:A	100	32	0	0	1	32	208	239	3.19e-12	60.5	32
20	373	2ZOC:A	100	66	0	0	1	66	18	83	4.62e-37	128.0	66
21	387	6T58:A	100	66	0	0	1	66	479	544	3.07e-36	129.0	66
22	412	4HRE:D	100	67	0	0	1	67	192	258	1.75e-41	140.0	67
23	492	1AOW:A	100	29	0	0	1	29	250	278	9.66e-12	58.9	29
24	492	1I4A:A	100	29	0	0	1	29	250	278	9.66e-12	58.9	29
25	492	1ANN:A	100	29	0	0	1	29	256	284	9.82e-12	58.9	29
26	519	8GYC:B	100	318	0	0	1	318	1	318	5.95e-223	611.0	318
27	568	1HVE:A	100	26	0	0	1	26	87	112	2.78e-10	54.7	26
28	568	1HVD:A	100	26	0	0	1	26	88	113	2.79e-10	54.7	26
29	568	1HVG:A	100	26	0	0	1	26	88	113	2.79e-10	54.7	26
30	568	1HVF:A	100	26	0	0	1	26	88	113	2.79e-10	54.7	26
31	568	6K25:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
32	568	6K22:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
33	568	1SAV:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
34	568	1ANX:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
35	568	1ANX:B	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
36	568	1ANX:C	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
37	568	1AVR:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
38	568	2XO3:A	100	26	0	0	1	26	89	114	2.8e-10	54.7	26
39	568	1HAK:A	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
40	568	1HAK:B	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
41	568	1AVH:A	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
42	568	1AVH:B	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
43	568	2XO2:A	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
44	568	8H0J:A	100	26	0	0	1	26	89	114	2.81e-10	54.7	26
45	568	1ANW:A	100	26	0	0	1	26	90	115	2.81e-10	54.7	26
