qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
80	6M1T:B	100	90	0	0	1	90	100	189	3.17e-60	188	90
121	4CHS:B	100	74	0	0	1	74	94	167	1.10e-48	155	76
123	5A4U:E	100	90	0	0	1	90	116	205	4.68e-58	179	90
124	4QQ7:A	100	111	0	0	1	111	79	189	6.83e-74	220	111
133	1B4P:A	100	89	0	0	1	89	103	191	1.50e-62	191	89
173	3IK7:A	100	83	0	0	1	83	99	181	3.67e-50	159	83
192	3GTU:D	100	89	0	0	1	89	107	195	3.05e-61	188	89
223	2X64:C	100	92	0	0	1	92	104	195	5.03e-62	189	92
234	4CHS:B	100	97	0	0	1	97	94	190	5.89e-69	207	97
246	3AY8:A	100	102	0	0	1	102	92	193	2.46e-69	209	102
263	3W8S:A	100	95	0	0	1	95	105	199	3.26e-63	192	95
322	1OYJ:A	100	107	0	0	1	107	97	203	2.91e-77	229	107
432	4HZ4:A	100	88	0	0	1	88	103	190	4.21e-59	182	88
448	4GTU:H	100	72	0	0	22	93	120	191	1.14e-48	156	93
578	5FT3:B	100	129	0	0	1	129	66	194	2.14e-88	258	129
587	4HI7:A	100	129	0	0	1	129	66	194	1.14e-85	251	129
618	1XWG:B	100	84	0	0	1	84	98	181	4.45e-52	164	86
633	2HNL:A	100	105	0	0	1	105	84	188	2.74e-71	213	105
659	1ML6:B	100	101	0	0	1	101	80	180	4.30e-66	201	101
667	3IC8:C	100	70	0	0	39	108	147	216	4.03e-46	153	108
707	2CAI:B	100	95	0	0	1	95	100	194	2.33e-59	183	95
755	4O7H:B	100	64	0	0	1	64	135	198	3.89e-44	143	64
770	4KF9:A	100	95	0	0	1	95	126	220	8.25e-63	195	95
823	4MK3:A	100	105	0	0	1	105	90	194	4.66e-70	210	105
828	4ECI:A	100	87	0	0	1	87	107	193	1.75e-60	185	87
828	4ECI:B	100	87	0	0	1	87	108	194	1.75e-60	185	87
828	4ECJ:A	100	87	0	0	1	87	107	193	1.75e-60	185	87
828	4ECJ:B	100	87	0	0	1	87	108	194	1.75e-60	185	87
834	5A4U:E	100	96	0	0	1	96	110	205	1.17e-62	191	96
842	4IW9:B	100	108	0	0	1	108	95	202	3.50e-73	219	108
890	4GF0:A	100	106	0	0	1	106	92	197	1.48e-72	217	106
926	6LLX:B	100	92	0	0	1	92	102	193	2.62e-61	188	92
958	8IX7:B	100	93	0	0	1	93	116	208	5.72e-62	190	93
998	4NHZ:H	100	97	0	0	1	97	138	234	2.48e-67	204	97
1018	6MHC:B	100	105	0	0	1	105	109	213	4.49e-72	217	105
1027	4Q5Q:A	100	89	0	0	1	89	104	192	7.24e-61	187	89
1091	4MZW:A	100	75	0	0	1	75	189	263	6.50e-47	152	75
1145	4G0I:B	100	115	0	0	1	115	166	280	3.03e-81	243	115
1170	5D9V:A	100	92	0	0	1	92	100	191	5.70e-62	189	92
1175	4XT0:A	100	128	0	0	1	128	107	234	2.35e-92	269	128
1194	5JPO:A	100	40	0	0	1	40	122	161	2.77e-20	81.3	41
1206	3O76:B	100	92	0	0	1	92	96	187	1.08e-61	189	92
