qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
28	3TU6:A	100	90	0	0	1	90	6	95	3.44e-61	184	90
34	1DYZ:A	100	129	0	0	1	129	1	129	6.77e-90	259	129
37	1M9W:A	100	96	0	0	1	96	3	98	1.33e-65	195	96
46	1ZIB:A	100	89	0	0	1	89	5	93	5.17e-62	186	89
72	6L1V:G	100	128	0	0	1	128	1	128	1.12e-90	261	128
76	2GIM:C	100	105	0	0	1	105	2	106	3.40e-72	212	105
79	1NWP:B	100	128	0	0	1	128	1	128	2.56e-89	257	128
92	2AZA:B	100	129	0	0	1	129	1	129	2.02e-91	263	129
111	1CUO:A	100	129	0	0	1	129	1	129	1.00e-91	263	129
153	1AZB:B	100	128	0	0	1	128	1	128	5.56e-91	261	128
154	1RKR:A	100	129	0	0	1	129	1	129	1.73e-92	265	129
154	1RKR:B	100	129	0	0	1	129	1	129	1.73e-92	265	129
154	1RKR:C	100	129	0	0	1	129	1	129	1.73e-92	265	129
154	1RKR:D	100	129	0	0	1	129	1	129	1.73e-92	265	129
189	4HCF:B	100	89	0	0	1	89	8	96	6.88e-59	177	89
250	2N0M:A	100	126	0	0	1	126	4	129	6.18e-90	259	126
256	6YEZ:P	100	99	0	0	1	99	1	99	2.30e-67	199	99
286	1RKR:A	100	128	0	0	1	128	1	128	2.75e-91	262	128
286	1RKR:B	100	128	0	0	1	128	1	128	2.75e-91	262	128
286	1RKR:C	100	128	0	0	1	128	1	128	2.75e-91	262	128
286	1RKR:D	100	128	0	0	1	128	1	128	2.75e-91	262	128
291	3C75:B	100	89	0	0	1	89	18	106	1.44e-62	187	89
299	6KOL:A	100	121	0	0	1	121	4	124	5.38e-84	243	121
313	1QHQ:A	100	123	0	0	1	123	16	138	2.38e-86	250	123
315	9PCY:A	100	99	0	0	1	99	1	99	5.64e-68	201	99
326	1DYZ:A	100	128	0	0	1	128	1	128	1.31e-89	258	128
329	2W88:C	100	105	0	0	1	105	2	106	1.82e-76	223	105
350	1BYO:B	100	99	0	0	1	99	1	99	8.02e-68	201	99
354	1JOI:A	100	128	0	0	1	128	1	128	3.11e-90	259	128
355	2GIM:C	100	102	0	0	1	102	4	105	4.11e-70	207	102
356	1PLA:A	100	97	0	0	1	97	1	97	1.20e-68	202	97
