qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
Q9UA53_9INSE/6-51	1HOM:A	100	46	0	0	1	46	3	48	1.07e-25	91.3	46
Q964V5_PROCL/9-55	1HOM:A	100	47	0	0	1	47	3	49	2.34e-27	95.5	47
B8RCB5_BRALA/159-215	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
B8RCB5_BRALA/159-215	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
B8RCB5_BRALA/159-215	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
B8RCB5_BRALA/159-215	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
C3XTD3_BRAFL/17-73	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
C3XTD3_BRAFL/17-73	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
C3XTD3_BRAFL/17-73	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
C3XTD3_BRAFL/17-73	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
Q17142_BRAFL/4-60	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
Q17142_BRAFL/4-60	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
Q17142_BRAFL/4-60	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
Q17142_BRAFL/4-60	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
A9GCA1_BRAFL/159-215	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
A9GCA1_BRAFL/159-215	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
A9GCA1_BRAFL/159-215	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
A9GCA1_BRAFL/159-215	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
O62551_LINSA/29-85	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
