qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
28	1L1F:F	100	215	0	0	1	215	201	415	8.92e-155	441	215
53	4FCC:L	100	244	0	0	1	244	197	440	1.64e-167	472	244
76	1LEH:B	100	364	0	0	1	364	1	364	2.28e-259	707	364
95	1C1D:A	100	206	0	0	1	206	144	349	2.78e-133	381	210
95	1C1D:B	100	205	0	0	1	205	144	348	1.31e-127	380	210
164	1GTM:C	100	235	0	0	1	235	179	413	2.26e-166	468	235
184	1BGV:A	100	449	0	0	1	449	1	449	0.0	897	449
185	1V9L:F	100	239	0	0	1	239	178	416	2.15e-170	478	239
215	5IJZ:A	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:B	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:C	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:D	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:E	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:F	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:G	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:H	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:I	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:J	100	243	0	0	1	243	203	445	2.69e-174	489	243
215	5IJZ:L	100	243	0	0	1	243	203	445	2.69e-174	489	243
279	1BVU:F	100	234	0	0	1	234	179	412	1.98e-164	463	234
371	7F79:C	100	267	0	0	1	267	189	455	2.63e-188	526	267
413	5K12:A	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	5K12:B	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	5K12:C	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	5K12:D	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	5K12:E	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	5K12:F	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:A	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:B	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:C	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:D	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:E	100	51	0	0	165	215	318	368	7.50e-26	106	215
413	8EW0:F	100	51	0	0	165	215	318	368	7.50e-26	106	215
437	6G2U:F	100	182	0	0	1	182	236	417	2.42e-130	377	182
443	1B26:F	100	409	0	0	1	409	1	409	1.32e-299	812	409
477	1HWY:F	100	501	0	0	1	501	1	501	0.0	1012	501
512	7VID:B	100	67	0	0	1	67	137	203	4.88e-38	131	67
576	8XD5:A	100	234	0	0	1	234	182	415	2.53e-163	463	234
582	5K12:A	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	5K12:B	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	5K12:C	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	5K12:D	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	5K12:E	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	5K12:F	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:A	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:B	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:C	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:D	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:E	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
582	8EW0:F	100	21	0	0	1	21	154	174	2.55e-06	47.0	94
598	1LEH:B	100	211	0	0	1	211	141	351	1.97e-141	402	211
