	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	3	6ADQ:Z	100	166	0	0	1	166	48	213	9.02e-115	327.0	166
1	63	1U3N:A	100	149	0	0	1	149	7	155	3.4900000000000003e-109	310.0	149
2	96	5IN2:A	100	149	0	0	1	149	4	152	7.83e-107	303.0	149
3	206	8JD8:D	100	145	0	0	1	145	5	149	1.1599999999999999e-104	298.0	145
4	209	1SDA:Y	100	151	0	0	1	151	1	151	3.68e-109	309.0	151
5	254	4L05:A	100	151	0	0	1	151	3	153	1.27e-112	318.0	151
6	332	3F7K:A	100	144	0	0	1	144	4	147	1.2200000000000001e-103	295.0	144
7	347	2APS:B	100	155	0	0	1	155	1	155	6.06e-119	334.0	155
8	359	3GTT:A	100	146	0	0	1	146	4	149	6e-105	298.0	146
9	359	3GTT:B	100	146	0	0	1	146	4	149	6e-105	298.0	146
10	359	3GTT:C	100	146	0	0	1	146	4	149	6e-105	298.0	146
11	359	3GTT:D	100	146	0	0	1	146	4	149	6e-105	298.0	146
12	359	3GTT:E	100	146	0	0	1	146	4	149	6e-105	298.0	146
13	359	3GTT:F	100	146	0	0	1	146	4	149	6e-105	298.0	146
14	413	1SDY:D	100	147	0	0	1	147	3	149	1.2599999999999998e-104	298.0	147
15	433	1SRD:D	100	154	0	0	1	154	1	154	2.7800000000000005e-110	312.0	154
16	507	6FON:C	100	146	0	0	1	146	78	223	1.55e-104	301.0	146
17	579	1SDA:Y	100	144	0	0	1	144	4	147	1.04e-104	298.0	144
18	583	2APS:B	100	151	0	0	1	151	4	154	5.78e-116	327.0	151
19	614	4N3U:A	100	148	0	0	1	148	5	152	1.3699999999999998e-106	303.0	148
20	614	4N3T:A	100	148	0	0	1	148	5	152	1.3699999999999998e-106	303.0	148
21	614	5CU9:A	100	148	0	0	1	148	4	151	1.3699999999999998e-106	303.0	148
22	694	8IHV:A	100	41	0	0	1	41	25	65	5.11e-25	89.4	41
23	694	8IHV:B	100	41	0	0	1	41	25	65	5.11e-25	89.4	41
24	694	8IHV:C	100	41	0	0	1	41	25	65	5.11e-25	89.4	41
25	694	8IHU:A	100	41	0	0	1	41	28	68	5.54e-25	89.4	41
26	694	8IHU:B	100	41	0	0	1	41	28	68	5.54e-25	89.4	41
27	694	8IHU:C	100	41	0	0	1	41	28	68	5.54e-25	89.4	41
28	694	7VZF:A	100	41	0	0	1	41	107	147	4.63e-24	89.4	41
29	694	7VZF:B	100	41	0	0	1	41	107	147	4.63e-24	89.4	41
30	694	7VZF:C	100	41	0	0	1	41	107	147	4.63e-24	89.4	41
31	694	2ZKW:A	100	41	0	0	1	41	108	148	4.63e-24	89.4	41
32	694	2ZKX:C	100	41	0	0	1	41	108	148	4.63e-24	89.4	41
33	694	1HL5:F	100	41	0	0	1	41	107	147	4.63e-24	89.4	41
34	694	3CQP:A	100	41	0	0	1	41	108	148	4.7499999999999994e-24	89.4	41
35	694	3CQP:B	100	41	0	0	1	41	108	148	4.7499999999999994e-24	89.4	41
36	694	3CQP:D	100	41	0	0	1	41	108	148	4.7499999999999994e-24	89.4	41
37	694	2ZKW:B	100	41	0	0	1	41	109	149	4.7499999999999994e-24	89.4	41
