qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
15	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
15	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
15	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
15	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
42	1PUF:B	100	60	0	0	1	60	2	61	2.03e-39	126	60
42	1B72:B	100	59	0	0	2	60	1	59	8.28e-39	125	60
63	1KZ0:A	100	16	0	0	37	52	1	16	1.35e-04	37.4	52
63	1OMQ:A	100	16	0	0	37	52	1	16	1.35e-04	37.4	52
63	2NZZ:A	100	16	0	0	37	52	1	16	1.58e-04	37.4	52
63	2DA3:A	100	16	0	0	37	52	1	16	1.58e-04	37.4	52
87	1KZ0:A	100	16	0	0	37	52	1	16	1.35e-04	37.4	52
87	1OMQ:A	100	16	0	0	37	52	1	16	1.35e-04	37.4	52
87	2NZZ:A	100	16	0	0	37	52	1	16	1.58e-04	37.4	52
87	2DA3:A	100	16	0	0	37	52	1	16	1.58e-04	37.4	52
106	1OCP:A	100	57	0	0	1	57	9	65	3.45e-36	118	57
109	3A01:F	100	57	0	0	1	57	1	57	1.71e-35	116	57
115	2CUE:A	100	34	0	0	1	34	8	41	1.73e-16	67.8	34
119	2DJN:A	100	42	0	0	1	42	8	49	9.18e-22	81.3	43
125	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
125	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
125	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
125	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
128	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
128	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
128	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
128	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
132	1KZ0:A	100	16	0	0	42	57	1	16	1.15e-04	37.7	57
132	1OMQ:A	100	16	0	0	42	57	1	16	1.15e-04	37.7	57
132	2NZZ:A	100	16	0	0	42	57	1	16	1.36e-04	37.7	57
132	2DA3:A	100	16	0	0	42	57	1	16	1.36e-04	37.7	57
139	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
139	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
139	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
139	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
142	2LY9:A	100	55	0	0	1	55	9	63	6.17e-33	110	55
152	1KZ0:A	100	16	0	0	42	57	1	16	8.13e-05	38.1	57
152	1OMQ:A	100	16	0	0	42	57	1	16	8.13e-05	38.1	57
152	2NZZ:A	100	16	0	0	42	57	1	16	9.54e-05	38.1	57
152	2DA3:A	100	16	0	0	42	57	1	16	9.54e-05	38.1	57
156	1KZ0:A	100	16	0	0	22	37	1	16	1.02e-04	37.0	37
156	1OMQ:A	100	16	0	0	22	37	1	16	1.02e-04	37.0	37
156	2NZZ:A	100	16	0	0	22	37	1	16	1.20e-04	37.0	37
156	2DA3:A	100	16	0	0	22	37	1	16	1.20e-04	37.0	37
162	8F37:A	100	49	0	0	1	49	12	60	3.21e-29	100	49
192	1HDP:A	100	36	0	0	1	36	23	58	1.82e-18	72.4	36
197	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
197	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
197	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
197	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
234	1KZ0:A	100	16	0	0	31	46	1	16	7.45e-05	37.7	46
234	1OMQ:A	100	16	0	0	31	46	1	16	7.45e-05	37.7	46
234	2NZZ:A	100	16	0	0	31	46	1	16	8.75e-05	37.7	46
234	2DA3:A	100	16	0	0	31	46	1	16	8.75e-05	37.7	46
259	1KZ0:A	100	16	0	0	23	38	1	16	5.30e-05	37.7	38
259	1OMQ:A	100	16	0	0	23	38	1	16	5.30e-05	37.7	38
259	2NZZ:A	100	16	0	0	23	38	1	16	6.22e-05	37.7	38
259	2DA3:A	100	16	0	0	23	38	1	16	6.22e-05	37.7	38
304	1KZ0:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
304	1OMQ:A	100	16	0	0	42	57	1	16	1.64e-04	37.4	57
304	2NZZ:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
304	2DA3:A	100	16	0	0	42	57	1	16	1.92e-04	37.4	57
310	2D5V:B	100	53	0	0	3	55	100	152	8.28e-30	104	55
310	1S7E:A	100	52	0	0	1	52	96	147	3.82e-29	102	55
312	1KZ0:A	100	16	0	0	42	57	1	16	1.15e-04	37.7	57
312	1OMQ:A	100	16	0	0	42	57	1	16	1.15e-04	37.7	57
312	2NZZ:A	100	16	0	0	42	57	1	16	1.36e-04	37.7	57
312	2DA3:A	100	16	0	0	42	57	1	16	1.36e-04	37.7	57
313	1KZ0:A	100	16	0	0	23	38	1	16	7.52e-05	37.4	38
313	1OMQ:A	100	16	0	0	23	38	1	16	7.52e-05	37.4	38
313	2NZZ:A	100	16	0	0	23	38	1	16	8.84e-05	37.4	38
313	2DA3:A	100	16	0	0	23	38	1	16	8.84e-05	37.4	38
321	2CUE:A	100	57	0	0	1	57	8	64	3.36e-34	113	57
335	2CUE:A	100	23	0	0	1	23	8	30	2.41e-08	46.6	23
