qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1hzpa	1M1M:A	100	332	0	0	1	332	1	332	1.43e-235	644	334
1hzpa	1M1M:B	100	329	0	0	4	332	1	329	3.52e-233	638	334
1hnja	6X7R:A	100	317	0	0	1	317	2	318	3.46e-226	619	317
1mzja	1MZJ:A	100	334	0	0	1	334	1	334	7.66e-236	645	334
1mzja	1MZJ:B	100	333	0	0	1	333	2	334	3.12e-235	643	334
Q53U84_ASPOR/35-225	3WY0:B	100	191	0	0	1	191	23	213	4.95e-137	390	191
Q9K464_STRCO/85-238	3V7I:A	100	154	0	0	1	154	86	239	6.39e-96	285	154
B9FWK5_ORYSJ/153-205	3OIT:A	100	46	0	0	8	53	177	222	9.57e-24	93.6	53
A2ZEX6_ORYSI/4-73	4YJY:A	100	60	0	0	1	60	4	63	3.18e-35	125	70
Q5FBU7_ARATH/6-72	6DXD:D	100	42	0	0	2	43	1	42	6.72e-23	92.0	67
Q5FBU8_ARATH/6-188	6DXD:D	100	177	0	0	2	178	1	177	1.33e-125	361	183
PKS1_DICDI/2771-2992	2H84:B	100	208	0	0	15	222	1	208	1.80e-142	405	222
A3E7Z7_9TRAC/14-238	3AWK:A	100	219	0	0	7	225	1	219	8.27e-153	432	225
Q460T2_ARATH/6-233	6DXD:D	100	227	0	0	2	228	1	227	5.77e-163	458	228
Q9S856_SOYBN/1-80	7BUR:B	100	79	0	0	2	80	104	182	5.35e-50	164	80
Q2XQH0_SOYBN/1-125	7BUR:B	100	125	0	0	1	125	91	215	2.72e-83	251	125
Q8RVM6_MALDO/1-36	5UC5:A	100	36	0	0	1	36	192	227	1.73e-16	72.8	36
Q8RVM6_MALDO/1-36	5UC5:B	100	36	0	0	1	36	192	227	1.73e-16	72.8	36
A0EKE5_PYRCO/1-44	5UC5:A	100	44	0	0	1	44	184	227	4.65e-22	88.6	44
A0EKE5_PYRCO/1-44	5UC5:B	100	44	0	0	1	44	184	227	4.65e-22	88.6	44
C6F7B7_PSEMZ/1-38	6DXA:A	100	38	0	0	1	38	193	230	1.09e-17	76.3	38
C6F7B7_PSEMZ/1-38	6DXA:B	100	38	0	0	1	38	194	231	1.09e-17	76.3	38
CHSY_MALDO/1-71	5UC5:A	100	71	0	0	1	71	157	227	3.64e-42	143	71
CHSY_MALDO/1-71	5UC5:B	100	71	0	0	1	71	157	227	3.64e-42	143	71
B0LX54_ARAHY/1-228	1Z1E:A	100	227	0	0	2	228	1	227	5.57e-163	458	228
DPSS_PINSY/4-231	1U0U:F	100	227	0	0	2	228	1	227	3.33e-162	456	228
CHSY_ORYSI/4-231	4YJY:A	100	228	0	0	1	228	4	231	8.95e-161	452	228
Q100P1_9ROSA/1-21	8V8N:B	100	21	0	0	1	21	55	75	2.22e-07	46.2	21
Q100P1_9ROSA/1-21	8V8M:A	100	21	0	0	1	21	53	73	2.22e-07	46.2	21
Q100P1_9ROSA/1-21	8V8M:C	100	21	0	0	1	21	53	73	2.22e-07	46.2	21
Q100P1_9ROSA/1-21	8V8N:A	100	21	0	0	1	21	53	73	2.22e-07	46.2	21
Q100P1_9ROSA/1-21	8V8M:B	100	21	0	0	1	21	53	73	2.22e-07	46.2	21
Q100P1_9ROSA/1-21	8V8M:D	100	21	0	0	1	21	52	72	2.22e-07	46.2	21
A7Y558_PINPS/1-74	6DXA:B	100	74	0	0	1	74	36	109	4.99e-45	150	74
Q84ZU1_PINSY/1-49	6DXA:B	100	49	0	0	1	49	46	94	2.36e-26	100	49
Q84ZU2_9CONI/1-85	6DXA:B	100	85	0	0	1	85	29	113	1.32e-53	173	85
D2WG40_PINSY/1-28	6DXA:A	100	28	0	0	1	28	35	62	6.07e-13	62.4	28
D2WG40_PINSY/1-28	6DXA:B	100	28	0	0	1	28	36	63	6.08e-13	62.4	28
Q100T3_9ROSA/1-18	8V8N:B	100	18	0	0	1	18	55	72	1.52e-05	40.8	18
Q100T3_9ROSA/1-18	8V8M:A	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
Q100T3_9ROSA/1-18	8V8M:C	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
Q100T3_9ROSA/1-18	8V8N:A	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
Q100T3_9ROSA/1-18	8V8M:B	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
Q100T3_9ROSA/1-18	8V8M:D	100	18	0	0	1	18	52	69	1.52e-05	40.8	18
Q100Q1_9ROSA/1-17	8V8N:B	100	17	0	0	1	17	55	71	1.29e-04	38.1	17
Q100Q1_9ROSA/1-17	8V8M:A	100	17	0	0	1	17	53	69	1.29e-04	38.1	17
Q100Q1_9ROSA/1-17	8V8M:C	100	17	0	0	1	17	53	69	1.29e-04	38.1	17
Q100Q1_9ROSA/1-17	8V8N:A	100	17	0	0	1	17	53	69	1.29e-04	38.1	17
Q100Q1_9ROSA/1-17	8V8M:B	100	17	0	0	1	17	53	69	1.29e-04	38.1	17
Q100Q1_9ROSA/1-17	8V8M:D	100	17	0	0	1	17	52	68	1.29e-04	38.1	17
Q6WSE5_ARATH/6-64	6DXD:D	100	58	0	0	2	59	1	58	1.41e-34	122	59
Q100Q7_9ROSA/1-17	8V8N:B	100	17	0	0	1	17	59	75	9.43e-05	38.5	17
Q100Q7_9ROSA/1-17	8V8M:A	100	17	0	0	1	17	57	73	9.43e-05	38.5	17
Q100Q7_9ROSA/1-17	8V8M:C	100	17	0	0	1	17	57	73	9.43e-05	38.5	17
Q100Q7_9ROSA/1-17	8V8N:A	100	17	0	0	1	17	57	73	9.44e-05	38.5	17
Q100Q7_9ROSA/1-17	8V8M:B	100	17	0	0	1	17	57	73	9.44e-05	38.5	17
Q100Q7_9ROSA/1-17	8V8M:D	100	17	0	0	1	17	56	72	9.44e-05	38.5	17
CHS2_HORVU/3-230	8B3C:B	100	221	0	0	8	228	1	221	1.33e-155	439	228
Q100W0_9ROSA/1-20	8V8N:B	100	20	0	0	1	20	55	74	7.38e-07	44.7	20
Q100W0_9ROSA/1-20	8V8M:A	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
Q100W0_9ROSA/1-20	8V8M:C	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
Q100W0_9ROSA/1-20	8V8N:A	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
Q100W0_9ROSA/1-20	8V8M:B	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
Q100W0_9ROSA/1-20	8V8M:D	100	20	0	0	1	20	52	71	7.38e-07	44.7	20
CHSY_PINSY/6-233	6DXA:B	100	228	0	0	1	228	4	231	3.02e-161	454	228
Q6X0M8_SOYBN/1-228	7BUR:B	100	228	0	0	1	228	2	229	1.35e-161	454	228
Q306X5_SOYBN/1-223	7BUR:B	100	223	0	0	1	223	7	229	8.56e-159	447	223
CHS2_MEDSA/1-228	1BI5:A	100	228	0	0	1	228	1	228	3.86e-161	453	228
Q45NH7_MEDSA/1-69	1CGK:A	100	69	0	0	1	69	158	226	1.98e-40	138	69
Q45NH7_MEDSA/1-69	1CGZ:A	100	69	0	0	1	69	158	226	1.98e-40	138	69
Q45NH7_MEDSA/1-69	1D6H:A	100	69	0	0	1	69	158	226	1.98e-40	138	69
Q45NH7_MEDSA/1-69	1I8B:A	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1I8B:B	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1I89:A	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1I89:B	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1D6I:A	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1D6I:B	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1BQ6:A	100	69	0	0	1	69	159	227	2.02e-40	138	69
Q45NH7_MEDSA/1-69	1I88:A	100	69	0	0	1	69	160	228	2.06e-40	138	69
Q45NH7_MEDSA/1-69	1I88:B	100	69	0	0	1	69	160	228	2.06e-40	138	69
Q45NH7_MEDSA/1-69	1I86:A	100	69	0	0	1	69	160	228	2.06e-40	138	69
