qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
21	1WH4:A	100	82	0	0	1	82	27	108	7.58e-56	171	82
126	6AC5:A	100	85	0	0	1	85	11	95	3.61e-60	181	85
161	1ICH:A	100	87	0	0	1	87	1	87	3.38e-59	178	87
167	3OQ9:E	100	84	0	0	1	84	1	84	5.42e-55	167	84
172	1IK7:A	100	44	0	0	36	79	1	44	1.20e-26	94.7	79
172	1IK7:B	100	41	0	0	39	79	1	41	3.09e-24	88.6	79
179	1YGO:A	100	102	0	0	1	102	7	108	1.34e-69	206	102
268	3MOP:F	100	78	0	0	1	78	13	90	2.00e-50	156	78
289	1D2Z:D	100	150	0	0	1	150	1	150	1.22e-105	300	150
317	1YGO:A	100	47	0	0	1	47	54	100	1.58e-28	99.8	47
340	4D8O:A	100	78	0	0	1	78	489	566	1.48e-47	161	84
350	5YEV:D	100	80	0	0	2	81	374	453	3.11e-48	160	81
386	1DDF:A	100	84	0	0	1	84	15	98	6.49e-53	163	84
389	1NGR:A	100	85	0	0	1	85	1	85	4.00e-57	172	85
392	2O71:A	100	78	0	0	1	78	9	86	4.72e-53	162	78
395	1DDF:A	100	122	0	0	1	122	1	122	4.79e-80	234	127
404	3G5B:A	100	79	0	0	1	79	324	402	1.48e-48	160	79
435	1NGR:A	100	73	0	0	1	73	13	85	7.31e-48	149	74
444	2GF5:A	100	84	0	0	1	84	98	181	6.16e-55	171	84
527	2YQF:A	100	84	0	0	1	84	18	101	6.79e-54	165	84
535	6HJ7:A	100	80	0	0	1	80	17	96	2.42e-51	158	80
550	1FAD:A	100	95	0	0	1	95	1	95	1.08e-61	185	95
582	4O6X:B	100	84	0	0	1	84	4	87	9.73e-54	164	84
588	1WXP:A	100	83	0	0	1	83	18	100	3.65e-53	163	83
628	1E3Y:A	100	104	0	0	1	104	1	104	3.58e-71	209	104
645	5YGS:D	100	69	0	0	2	70	374	442	1.81e-39	137	70
646	5YGS:D	100	80	0	0	2	81	374	453	4.79e-48	160	81
648	2OF5:L	100	85	0	0	1	85	13	97	6.11e-55	167	85
654	6AC0:A	100	87	0	0	2	88	21	107	3.70e-53	164	88
670	7CSQ:A	100	77	0	0	1	77	16	92	1.55e-50	156	77
722	1WMG:A	100	79	0	0	1	79	11	89	7.95e-52	159	79
722	1WMG:F	100	78	0	0	1	78	10	87	5.98e-51	157	79
722	1WMG:E	100	78	0	0	1	78	11	88	6.16e-51	157	79
735	2DBF:A	100	76	0	0	1	76	18	93	1.07e-48	151	76
767	6AC0:A	100	88	0	0	1	88	20	107	1.29e-53	165	88
796	1YGO:A	100	79	0	0	1	79	22	100	1.79e-52	161	79
829	2D96:A	100	76	0	0	1	76	18	93	2.34e-47	148	76
848	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163	84
