	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	2	8V8N:B	100	20	0	0	1	20	55	74	7.38e-07	44.7	20
1	2	8V8M:A	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
2	2	8V8M:C	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
3	2	8V8N:A	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
4	2	8V8M:B	100	20	0	0	1	20	53	72	7.38e-07	44.7	20
5	2	8V8M:D	100	20	0	0	1	20	52	71	7.38e-07	44.7	20
6	7	4YJY:A	100	228	0	0	1	228	4	231	8.95e-161	452.0	228
7	34	3WY0:B	100	191	0	0	1	191	23	213	4.95e-137	390.0	191
8	132	6DXA:A	100	38	0	0	1	38	193	230	1.09e-17	76.3	38
9	132	6DXA:B	100	38	0	0	1	38	194	231	1.09e-17	76.3	38
10	183	7BUR:B	100	223	0	0	1	223	7	229	8.56e-159	447.0	223
11	246	6DXA:B	100	49	0	0	1	49	46	94	2.3600000000000002e-26	100.0	49
12	282	8V8N:B	100	18	0	0	1	18	55	72	1.52e-05	40.8	18
13	282	8V8M:A	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
14	282	8V8M:C	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
15	282	8V8N:A	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
16	282	8V8M:B	100	18	0	0	1	18	53	70	1.52e-05	40.8	18
17	282	8V8M:D	100	18	0	0	1	18	52	69	1.52e-05	40.8	18
18	283	4JAR:B	100	200	0	0	1	200	2	201	5.2e-136	387.0	200
19	356	6DXA:A	100	28	0	0	1	28	35	62	6.07e-13	62.4	28
20	356	6DXA:B	100	28	0	0	1	28	36	63	6.08e-13	62.4	28
21	643	2D3M:A	100	228	0	0	1	228	14	241	1.67e-168	473.0	228
22	796	1BI5:A	100	228	0	0	1	228	1	228	3.86e-161	453.0	228
