qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1tme	1TME:1	100	256	0	0	1	256	1	256	1.49e-187	536	766
1tme	1TME:2	100	255	0	0	257	511	1	255	1.16e-186	534	766
2mev	2MEV:1	100	268	0	0	1	268	1	268	8.84e-197	562	806
2mev	1MEC:2	100	249	0	0	269	517	8	256	1.22e-177	513	806
2mev	1MEC:4	100	58	0	0	749	806	5	62	7.68e-30	115	806
1bbt	1FOD:3	100	220	0	0	397	616	1	220	1.28e-156	452	662
1r1a	1R1A:1	100	283	0	0	1	283	1	283	3.18e-203	578	793
1r1a	1R1A:2	100	253	0	0	284	536	1	253	7.60e-183	525	793
1r1a	1R1A:3	100	238	0	0	537	774	1	238	1.67e-169	491	793
4rhv	8PNF:1	100	273	0	0	1	273	11	283	1.89e-194	556	804
4rhv	8PNF:2	100	255	0	0	274	528	2	256	1.36e-181	523	804
4rhv	8PNF:3	100	236	0	0	529	764	1	236	3.59e-165	480	804
2plv	2PLV:1	100	283	0	0	6	288	15	297	6.44e-198	568	854
