qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1tfxc	1ADZ:A	100	58	0	0	1	58	10	67	6.59e-44	137	58
1knt	2KNT:A	100	55	0	0	1	55	2	56	3.93e-42	132	55
1dem	1DEM:A	100	60	0	0	1	60	1	60	1.85e-44	139	60
1dtx	8VC3:A	100	58	0	0	1	58	2	59	6.76e-44	137	58
1dtk	1DTK:A	100	57	0	0	1	57	1	57	2.94e-42	133	57
1aapa	1AAP:B	100	56	0	0	1	56	1	56	1.59e-41	131	56
1shp	3M7Q:B	100	55	0	0	1	55	5	59	1.01e-40	129	55
5pti	4BNR:J	100	58	0	0	1	58	1	58	5.57e-43	135	58
1tap	1TAP:A	100	60	0	0	1	60	1	60	9.49e-47	144	60
1bf0	5YV7:A	100	60	0	0	1	60	1	60	1.35e-46	144	60
