qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
55	4XZ5:D	100	225	0	0	1	225	4	228	7.59e-169	466	225
72	5EZT:X	100	25	0	0	1	25	16	40	8.18e-10	53.1	25
72	6SKT:A	100	25	0	0	1	25	17	41	8.21e-10	53.1	25
72	5A25:A	100	25	0	0	1	25	17	41	8.21e-10	53.1	25
72	5A25:B	100	25	0	0	1	25	17	41	8.21e-10	53.1	25
72	6SKS:A	100	25	0	0	1	25	18	42	8.25e-10	53.1	25
72	6SKV:A	100	25	0	0	1	25	18	42	8.25e-10	53.1	25
72	1V9E:A	100	25	0	0	1	25	18	42	8.25e-10	53.1	25
72	1V9E:B	100	25	0	0	1	25	18	42	8.25e-10	53.1	25
72	1V9I:C	100	25	0	0	1	25	20	44	8.31e-10	53.1	25
181	6IM0:F	100	221	0	0	1	221	2	222	9.34e-167	461	221
192	2W2J:A	100	23	0	0	1	23	188	210	1.56e-10	55.1	23
210	4X5S:B	100	223	0	0	1	223	2	224	4.62e-168	464	223
221	1V9E:B	100	254	0	0	1	254	4	257	2.11e-194	533	254
285	8ZWV:A	100	256	0	0	1	256	4	259	3.00e-197	541	256
339	5MSA:C	100	194	0	0	10	203	67	260	3.43e-144	404	203
355	8ZWV:A	100	255	0	0	1	255	5	259	4.78e-196	538	255
426	5OGJ:B	100	256	0	0	1	256	7	262	7.29e-192	527	256
457	4G7A:B	100	222	0	0	1	222	3	224	7.05e-163	451	222
467	4YGF:G	100	220	0	0	1	220	4	223	4.54e-166	459	220
514	5MSA:C	100	258	0	0	1	258	3	260	4.98e-197	540	258
515	5E5R:C	100	261	0	0	1	261	4	264	1.55e-197	542	262
574	1KOP:B	100	222	0	0	1	222	2	223	1.43e-166	460	222
586	3MDZ:A	100	206	0	0	1	206	54	259	1.57e-156	436	206
641	3MDZ:A	100	256	0	0	1	256	4	259	7.10e-198	542	256
650	6Y74:B	100	254	0	0	6	259	1	254	3.13e-188	518	259
705	1KOP:B	100	220	0	0	1	220	4	223	1.27e-164	455	220
765	2W2J:A	100	152	0	0	1	152	116	267	4.83e-111	318	152
794	5HPJ:A	100	216	0	0	1	216	2	217	9.34e-160	442	216
813	5E5R:C	100	141	0	0	1	141	9	149	8.95e-103	297	141
829	1CRM:A	100	256	0	0	1	256	1	256	5.41e-190	522	256
829	2CAB:A	100	256	0	0	1	256	1	256	5.41e-190	522	256
882	4XIX:H	100	235	0	0	1	235	4	238	3.10e-175	483	235
919	4XFW:A	100	219	0	0	1	219	2	220	3.33e-165	457	219
919	4XFW:B	100	219	0	0	1	219	2	220	3.33e-165	457	219
1043	5IPZ:B	100	67	0	0	1	67	4	70	4.17e-46	150	69
1070	3Q31:B	100	219	0	0	1	219	18	236	1.04e-157	438	220
1071	3JXG:C	100	261	0	0	1	261	4	264	3.81e-198	543	262
1086	3JXF:B	100	263	0	0	1	263	8	270	8.18e-195	535	263
1111	6Y74:B	100	219	0	0	6	224	1	219	2.53e-160	446	225
1147	4YGF:G	100	163	0	0	1	163	4	166	2.42e-122	346	167
1155	3B1B:B	100	148	0	0	1	148	132	279	1.97e-106	311	168
1200	2FW4:B	100	256	0	0	1	256	1	256	2.16e-186	523	256
