qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
53	2LTP:A	100	31	0	0	6	36	13	43	1.29e-17	70.5	36
76	1ITY:A	100	53	0	0	1	53	6	58	2.81e-34	113	53
130	7W59:L	100	47	0	0	1	47	5	51	1.65e-26	102	47
176	6EU0:V	100	45	0	0	1	45	161	205	3.50e-26	98.2	45
429	3ZQC:J	100	47	0	0	1	47	2	48	4.68e-32	108	47
685	2K9N:A	100	45	0	0	1	45	53	97	1.09e-27	97.4	45
979	1XG1:A	100	49	0	0	1	49	14	62	6.54e-32	107	49
981	2K9N:A	100	47	0	0	1	47	1	47	2.93e-28	99.0	47
1048	1H88:C	100	47	0	0	1	47	2	48	2.18e-29	103	47
1067	1A5J:A	100	47	0	0	1	47	7	53	3.35e-30	103	47
1146	7Y8R:N	100	41	0	0	6	46	186	226	1.13e-21	88.2	46
1146	6LTH:N	100	39	0	0	6	44	181	219	3.54e-20	84.0	46
1146	6LTJ:N	100	39	0	0	6	44	181	219	3.54e-20	84.0	46
1200	7FDL:D	100	45	0	0	2	46	1	45	1.91e-29	100	46
1200	7FDL:B	100	44	0	0	3	46	1	44	1.54e-28	97.8	46
1200	7FDL:H	100	44	0	0	3	46	1	44	1.54e-28	97.8	46
1200	7FDL:J	100	43	0	0	4	46	1	43	1.22e-27	95.5	46
1200	7FDL:F	100	40	0	0	4	43	1	40	6.46e-25	88.6	46
1323	8XI2:L	100	45	0	0	1	45	53	97	1.33e-25	99.4	45
1372	9ESI:W	100	47	0	0	1	47	3	49	1.65e-26	102	47
1456	6KKS:A	100	30	0	0	1	30	23	52	3.42e-17	70.1	30
1631	4CZZ:B	100	45	0	0	1	45	74	118	3.69e-26	94.4	45
1635	1MBG:A	100	41	0	0	1	41	9	49	2.34e-25	89.7	41
1773	1H88:C	100	33	0	0	1	33	106	138	2.89e-17	71.6	33
1777	2LLK:A	100	45	0	0	1	45	5	49	7.61e-28	96.3	45
1872	8IUE:4	100	47	0	0	1	47	253	299	2.19e-27	102	47
1897	6EXN:O	100	44	0	0	1	44	61	104	1.19e-22	90.9	44
1915	6JUI:A	100	45	0	0	1	45	52	96	1.92e-27	96.7	45
1967	7W59:L	100	45	0	0	1	45	57	101	4.10e-24	95.1	45
2038	5EYB:A	100	45	0	0	1	45	160	204	8.47e-27	100	45
2085	9ESI:W	100	45	0	0	1	45	55	99	5.60e-24	94.7	45
2388	3OSG:A	100	45	0	0	1	45	61	105	2.59e-29	101	45
2394	1A5J:A	100	55	0	0	1	55	1	55	4.64e-37	121	55
