	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	753	6YJ5:q	100	121	0	0	1	121	5	125	4.6500000000000004e-85	253	121
1	858	1HZM:A	100	115	0	0	1	115	19	133	8.739999999999999e-81	236	115
2	875	3AAX:B	100	111	0	0	1	111	9	119	1.94e-77	232	111
3	904	2EG3:A	100	102	0	0	1	102	1	102	2.79e-69	209	102
4	938	1YT8:A	100	96	0	0	1	96	128	223	2.12e-57	187	96
5	969	6KTX:A	100	125	0	0	1	125	297	421	3.47e-93	278	125
6	1099	2HHG:A	100	102	0	0	1	102	26	127	3.46e-72	213	102
7	1151	2JTQ:A	100	80	0	0	1	80	1	80	4.29e-53	162	80
8	1167	1YT8:A	100	93	0	0	1	93	7	99	3.6800000000000004e-57	186	93
9	1316	3ICT:A	100	86	0	0	1	86	464	549	1.57e-53	177	86
10	1319	3D1P:A	100	107	0	0	1	107	7	113	3.64e-75	220	107
11	1344	1E0C:A	100	135	0	0	1	135	1	135	8.800000000000001e-96	279	135
12	1350	1YT8:A	100	85	0	0	1	85	266	350	2.3e-54	178	85
13	1487	1C25:A	100	108	0	0	1	108	34	141	1.94e-79	233	108
14	1509	6H9A:A	100	105	0	0	1	105	192	296	4.4e-71	221	105
15	1960	1ORB:A	100	118	0	0	1	118	163	280	4.46e-84	249	118
16	2283	3FS5:A	100	114	0	0	1	114	18	131	4.92e-84	244	114
17	2574	6K6R:D	100	107	0	0	1	107	10	116	4.88e-76	223	107
18	2586	6YJ5:q	100	115	0	0	1	115	182	296	3.44e-78	235	115
19	2855	3IPO:B	100	107	0	0	1	107	139	245	9.77e-73	224	107
20	3018	1GMX:A	100	92	0	0	1	92	8	99	8.97e-65	193	92
21	3049	3AAY:B	100	121	0	0	1	121	148	268	3.73e-85	252	121
22	3366	6H9A:A	100	107	0	0	1	107	41	147	1.71e-74	230	107
23	3532	3UTN:X	100	124	0	0	1	124	170	293	3.94e-89	263	124
24	3602	2VSW:B	100	121	0	0	1	121	7	127	1.65e-80	235	121
25	3937	4F67:A	100	98	0	0	1	98	124	221	1.1799999999999998e-69	211	98
26	4112	3GK5:A	100	89	0	0	1	89	5	93	2.72e-59	179	89
27	4429	1CWS:A	100	177	0	0	1	177	2	178	1.17e-134	376	177
28	4735	8AGF:A	100	119	0	0	1	119	160	278	8.52e-84	249	119
29	4975	1E0C:A	100	115	0	0	1	115	150	264	2.62e-82	244	115
30	5021	2MRM:A	100	93	0	0	1	93	7	99	6.14e-63	188	93
31	5079	8AGF:A	100	126	0	0	1	126	8	133	3.55e-92	270	126
32	5097	5LAO:A	100	93	0	0	1	93	6	98	9e-63	188	93
33	5139	3MZZ:A	100	92	0	0	1	92	5	96	1.49e-62	187	92
34	5170	1WHB:A	100	124	0	0	1	124	18	141	5.77e-89	257	124
35	5308	1CWS:A	100	108	0	0	1	108	39	146	4.13e-78	230	108
36	5518	3UTN:X	100	117	0	0	1	117	13	129	6.99e-83	247	117
37	5705	1ORB:A	100	149	0	0	1	149	1	149	1.4200000000000002e-110	318	149
38	5999	3ILM:D	100	95	0	0	1	95	2	96	1.5e-63	191	95
39	6005	8AGF:A	100	113	0	0	1	113	8	120	2.5299999999999998e-81	242	113
40	6037	2EG3:A	100	106	0	0	1	106	119	224	5.5e-75	224	106
41	6040	4JGT:A	100	127	0	0	1	127	4	130	1.62e-93	273	127
42	6135	3NHV:B	100	91	0	0	1	91	23	113	4.41e-64	192	91
43	6238	1ORB:A	100	126	0	0	1	126	11	136	6.8e-93	272	126
44	6305	3UTN:X	100	118	0	0	1	118	13	130	1.27e-83	249	118
45	6315	3FNJ:D	100	95	0	0	1	95	18	112	2.26e-64	192	95
46	6395	1UAR:A	100	111	0	0	1	111	10	120	3.16e-80	239	111
47	6530	1URH:B	100	122	0	0	1	122	6	127	8.5e-87	256	122
48	6561	1C25:A	100	161	0	0	1	161	1	161	3.61e-123	345	161
49	6703	3IPO:B	100	125	0	0	1	125	276	400	5.859999999999999e-91	271	125
50	6785	3IPO:B	100	109	0	0	1	109	137	245	2.35e-74	228	109
51	6994	6MXV:B	100	96	0	0	1	96	149	244	3.47e-63	194	96
52	7084	3OLH:A	100	118	0	0	1	118	159	276	2.64e-85	252	118
53	7099	1QXN:B	100	98	0	0	1	98	26	123	5.28e-67	200	98
54	7264	6JL7:A	100	117	0	0	1	117	308	424	3.82e-76	234	117
55	7338	6MXV:B	100	96	0	0	1	96	24	119	6.0500000000000006e-64	196	96
56	8029	4OCG:B	100	87	0	0	1	87	478	564	2.6e-53	176	87
57	8091	5VE3:B	100	92	0	0	1	92	260	351	1.67e-58	185	92
58	8134	6BEV:B	100	106	0	0	1	106	7	112	1.7999999999999998e-69	206	106
59	8171	3HZU:A	100	119	0	0	1	119	160	278	1.02e-87	259	119
60	8406	3HZU:A	100	111	0	0	1	111	20	130	4.0600000000000005e-80	239	111
61	8574	3TP9:A	100	92	0	0	1	92	376	467	2.2399999999999998e-62	198	92
62	8748	3G5J:A	100	122	0	0	1	122	4	125	6.6299999999999995e-84	243	122
63	8939	2J6P:F	100	109	0	0	1	109	6	114	2.21e-75	222	109
64	9052	3FOJ:A	100	92	0	0	1	92	5	96	1.1099999999999999e-61	185	92
65	9516	2K0Z:A	100	91	0	0	1	91	6	96	8.489999999999999e-61	183	91
66	9639	3TP9:A	100	71	0	0	1	71	276	346	2.63e-44	150	71
67	9651	1YT8:A	100	92	0	0	1	92	375	466	9.770000000000001e-57	185	92
68	9970	1E0C:A	100	112	0	0	1	112	12	123	2.92e-78	234	112
