	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	19	1PVX:A	100	183	0	0	1	183	8	190	9.269999999999999e-137	382	183
1	36	2VUJ:A	100	182	0	0	1	182	10	191	2.97e-140	391	182
2	37	7MGU:A	100	182	0	0	1	182	8	189	3.82e-135	378	182
3	79	6KJL:A	100	188	0	0	1	188	9	196	2.4499999999999998e-139	394	188
4	84	6QE8:A	100	182	0	0	1	182	1	182	7.28e-129	362	182
5	92	1XNB:A	100	185	0	0	1	185	1	185	7.91e-141	392	185
6	92	1BVV:A	100	185	0	0	1	185	1	185	7.91e-141	392	185
7	102	3ZSE:A	100	179	0	0	1	179	8	186	3.68e-136	380	179
8	159	1HIX:B	100	180	0	0	1	180	8	187	3.99e-131	367	180
9	161	1XYN:A	100	178	0	0	1	178	1	178	1.55e-130	365	178
10	185	1YNA:A	100	183	0	0	1	183	8	190	8.59e-142	395	183
11	227	1XND:A	100	182	0	0	1	182	8	189	3.0199999999999996e-134	375	182
12	255	7MGU:A	100	189	0	0	1	189	2	190	2.85e-141	394	189
13	271	1IGO:B	100	186	0	0	1	186	10	195	2.79e-139	389	186
14	318	3M4F:D	100	180	0	0	1	180	1	180	9.620000000000001e-133	371	180
15	325	1M4W:A	100	179	0	0	1	179	10	188	8.41e-135	377	179
16	345	1F5J:B	100	185	0	0	1	185	8	192	2.63e-140	391	185
17	350	1H1A:B	100	182	0	0	1	182	9	190	6.84e-138	385	182
18	352	5EJ3:B	100	180	0	0	1	180	10	189	5.82e-134	375	180
19	377	5GV1:A	100	216	0	0	1	216	37	252	7.530000000000001e-167	462	216
20	379	1TE1:B	100	181	0	0	1	181	9	189	1.18e-133	374	181
21	386	2C1F:A	100	200	0	0	1	200	14	213	4.4399999999999995e-152	422	200
22	409	1H4H:B	100	188	0	0	1	188	9	196	7.66e-143	398	188
23	439	1QH6:B	100	188	0	0	1	188	9	196	1.75e-143	400	188
24	441	1YNA:A	100	193	0	0	1	193	2	194	3.7299999999999996e-150	416	193
