qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
15	2H2B:A	100	78	0	0	1	78	17	94	5.23e-51	157	78
53	1UEW:A	100	88	0	0	1	88	13	100	1.59e-56	172	88
85	1MC7:A	100	80	0	0	8	87	7	86	1.06e-50	157	87
93	1ZUB:A	100	85	0	0	1	85	23	107	3.29e-54	166	85
146	5MV9:B	100	86	0	0	1	86	20	105	7.18e-56	171	86
267	1ZUB:A	100	82	0	0	1	82	26	107	5.64e-52	160	82
292	2XKX:B	100	79	0	0	1	79	310	388	4.44e-44	153	79
390	3PDZ:A	100	83	0	0	1	83	8	90	1.37e-52	161	83
443	7FSG:D	100	73	0	0	1	73	91	163	1.51e-41	142	73
462	7FSG:D	100	52	0	0	34	85	33	84	3.18e-28	107	85
533	2EHR:A	100	89	0	0	1	89	19	107	2.58e-56	172	89
719	7CO3:A	100	90	0	0	1	90	218	307	1.52e-54	174	90
725	6ZBZ:B	100	86	0	0	1	86	6	91	8.86e-56	169	86
725	6ZC3:B	100	86	0	0	1	86	6	91	8.86e-56	169	86
725	6ZC7:B	100	86	0	0	1	86	7	92	9.13e-56	169	86
736	7X2E:A	100	82	0	0	1	82	2	83	3.05e-51	160	82
755	2FE5:A	100	85	0	0	1	85	6	90	5.08e-55	167	85
845	2OMJ:A	100	45	0	0	1	45	11	55	1.38e-25	92.0	55
852	7FSG:D	100	78	0	0	1	78	7	84	8.15e-48	158	78
877	4C2E:B	100	79	0	0	1	79	59	137	6.70e-46	154	79
882	1B8Q:A	100	80	0	0	1	80	11	90	1.44e-48	152	80
890	1V6B:A	100	86	0	0	1	86	18	103	3.90e-55	169	86
939	2DMZ:A	100	86	0	0	1	86	18	103	1.58e-54	167	86
975	3QDO:A	100	91	0	0	1	91	41	131	2.09e-56	175	91
996	2XKX:B	100	45	0	0	1	45	157	201	4.10e-24	95.1	45
1016	2EV8:A	100	66	0	0	15	80	15	80	3.42e-41	132	80
1038	6Z05:L	100	88	0	0	1	88	230	317	1.48e-52	172	88
1069	2E7K:A	100	76	0	0	1	76	10	85	5.51e-47	147	76
1079	5F3X:C	100	79	0	0	1	79	86	164	3.64e-50	158	79
1098	1UFX:A	100	75	0	0	1	75	9	83	2.65e-47	148	75
1154	4P0C:A	100	78	0	0	1	78	4	81	5.91e-51	157	78
1171	2XKX:B	100	85	0	0	1	85	157	241	1.04e-49	169	85
1182	6IRD:C	100	83	0	0	1	83	10	92	2.61e-53	166	83
1187	2V1W:A	100	77	0	0	1	77	4	80	2.12e-51	158	78
1187	2V1W:B	100	77	0	0	1	77	5	81	2.19e-51	158	78
1187	4Q2O:E	100	77	0	0	1	77	2	78	2.39e-51	158	78
1187	2EEG:A	100	77	0	0	1	77	11	87	2.47e-51	158	78
1187	4Q2O:B	100	77	0	0	1	77	4	80	2.55e-51	158	78
1187	4Q2O:C	100	77	0	0	1	77	4	80	2.55e-51	158	78
1228	3PS4:D	100	85	0	0	1	85	970	1054	3.97e-52	177	85
1280	1X5R:A	100	87	0	0	1	87	18	104	1.22e-57	175	87
1292	1M5Z:A	100	80	0	0	1	80	9	88	1.08e-54	166	80
1476	1BE9:A	100	102	0	0	1	102	1	102	1.29e-68	203	102
1476	1BFE:A	100	97	0	0	6	102	1	97	2.06e-64	192	102
1605	1PDR:A	100	79	0	0	1	79	7	85	8.84e-48	149	79
1614	7PC4:A	100	80	0	0	1	80	5	84	3.11e-45	152	80
1685	1X6D:A	100	64	0	0	1	64	18	81	3.60e-40	130	70
1761	6JJL:A	100	70	0	0	10	79	360	429	2.13e-38	134	79
1811	7WEG:B	100	87	0	0	1	87	8	94	1.68e-54	166	87
1818	6NID:B	100	82	0	0	11	92	3	84	3.28e-54	166	92
1826	4R2Z:A	100	77	0	0	1	77	6	82	1.75e-51	158	77
1860	6GBE:A	100	86	0	0	1	86	17	102	2.83e-55	169	86
1921	1I16:A	100	84	0	0	1	84	32	115	3.69e-55	169	84
1936	2F5Y:A	100	75	0	0	1	75	5	79	6.41e-53	161	75
1936	2F5Y:B	100	75	0	0	1	75	5	79	6.41e-53	161	75
1943	1N7E:A	100	80	0	0	1	80	6	85	1.37e-51	159	80
1944	1UJV:A	100	75	0	0	1	75	13	87	2.23e-49	153	75
1978	3VQG:A	100	81	0	0	1	81	3	83	3.82e-54	165	81
2026	6BXG:A	100	78	0	0	8	85	1	78	2.96e-48	150	85
2035	2VWR:A	100	81	0	0	1	81	341	421	5.59e-48	159	81
2094	1UM1:A	100	83	0	0	1	83	11	93	8.96e-54	165	83
2121	1V62:A	100	81	0	0	1	81	19	99	1.57e-48	152	81
2146	7W71:A	100	56	0	0	19	74	1	56	8.65e-34	113	74
2146	7W71:B	100	56	0	0	19	74	1	56	8.65e-34	113	74
2146	3ID3:A	100	56	0	0	19	74	2	57	8.90e-34	113	74
2146	3ID3:B	100	56	0	0	19	74	2	57	8.90e-34	113	74
2146	3ID2:A	100	56	0	0	19	74	3	58	9.16e-34	113	74
2146	3ID2:B	100	56	0	0	19	74	3	58	9.16e-34	113	74
2146	3ID4:A	100	56	0	0	19	74	2	57	9.99e-34	113	74
2146	2ZPM:A	100	54	0	0	21	74	1	54	2.73e-32	109	74
2253	3EGH:C	100	78	0	0	1	78	81	158	4.27e-47	149	78
2266	2KJP:A	100	56	0	0	29	84	1	56	6.74e-32	109	84
2330	1UIT:A	100	77	0	0	1	77	22	98	1.55e-47	149	77
2371	3B76:B	100	84	0	0	1	84	11	94	1.72e-52	161	84
2399	5GLJ:D	100	84	0	0	1	84	1097	1180	3.19e-48	166	84
2420	8BW8:D	100	78	0	0	1	78	204	281	8.59e-50	160	78
2433	7X2E:A	100	63	0	0	1	63	4	66	7.03e-39	128	68
2436	6YWZ:B	100	82	0	0	1	82	13	94	6.13e-54	167	82
2453	5ZYS:A	100	82	0	0	1	82	6	87	2.89e-57	173	82
2473	2EDV:A	100	76	0	0	1	76	11	86	3.86e-48	150	76
2482	1UF1:A	100	79	0	0	1	79	23	101	4.09e-48	151	79
2539	2EEI:A	100	76	0	0	1	76	13	88	1.50e-47	149	76
2591	2QT5:A	100	81	0	0	1	81	7	87	6.14e-50	158	81
2603	1WFG:A	100	84	0	0	1	84	41	124	4.44e-54	166	84
2608	2D8I:A	100	81	0	0	1	81	18	98	6.06e-50	155	81
2656	1MC7:A	100	86	0	0	1	86	1	86	3.84e-55	168	86
2723	2DLU:A	100	78	0	0	1	78	18	95	1.15e-48	152	78
2729	2EEH:A	100	79	0	0	1	79	13	91	9.98e-48	149	79
2782	1WHD:A	100	75	0	0	2	76	18	92	8.13e-53	162	76
2800	1IHJ:B	100	87	0	0	1	87	6	92	2.93e-57	173	87
2928	7PCB:A	100	91	0	0	1	91	4	94	4.63e-55	178	91
3093	2HE2:A	100	79	0	0	1	79	423	501	7.21e-44	150	79
3106	2YUB:A	100	85	0	0	1	85	18	102	4.19e-52	161	85
3121	2KOM:A	100	85	0	0	1	85	13	97	4.27e-53	163	85
3178	2VRF:D	100	81	0	0	1	81	117	197	5.81e-48	153	81
3213	2CSJ:A	100	85	0	0	1	85	17	101	4.41e-56	171	85
3234	2EAQ:A	100	77	0	0	1	77	7	83	1.18e-50	156	77
3268	2UZC:D	100	79	0	0	1	79	5	83	6.39e-53	162	79
3335	1V6B:A	100	85	0	0	1	85	18	102	7.55e-55	168	85
3382	7MFW:B	100	83	0	0	1	83	5	87	1.70e-51	159	83
3399	5TO1:A	100	86	0	0	5	90	217	302	1.41e-51	166	90
3423	2BYG:A	100	85	0	0	1	85	8	92	1.41e-55	169	85
3494	4RI0:A	100	87	0	0	1	87	216	302	2.79e-54	173	87
3549	3HVQ:C	100	86	0	0	1	86	70	155	3.14e-53	165	86
3679	1VJ6:A	100	83	0	0	1	83	8	90	1.89e-52	161	83
3722	7WEG:B	100	81	0	0	1	81	14	94	1.21e-50	156	81
3726	2CSS:A	100	85	0	0	1	85	28	112	4.80e-54	166	85
3762	7P73:A	100	85	0	0	1	85	11	95	1.06e-51	169	85
3802	2CS5:A	100	86	0	0	1	86	18	103	3.07e-59	179	86
3803	7W6Y:A	100	66	0	0	1	66	211	276	1.60e-37	132	66
3852	5V6B:A	100	80	0	0	1	80	86	165	3.37e-49	159	80
3928	6JJL:A	100	90	0	0	1	90	245	334	2.79e-51	169	90
3955	4H11:B	100	85	0	0	1	85	8	92	7.90e-56	170	85
3969	5OAK:C	100	81	0	0	1	81	8	88	3.52e-51	157	81
3976	1U3B:A	100	74	0	0	1	74	95	168	3.11e-46	148	74
3978	5OVP:A	100	92	0	0	1	92	2	93	1.40e-61	184	92
3978	5OVC:A	100	92	0	0	1	92	2	93	1.40e-61	184	92
3978	5OVV:A	100	92	0	0	1	92	5	96	1.53e-61	184	92
3998	2XKX:B	100	85	0	0	1	85	62	146	5.28e-49	167	85
4027	2KRG:A	100	75	0	0	1	75	15	89	1.21e-47	152	75
4118	3HVQ:C	100	85	0	0	1	85	71	155	3.50e-52	162	85
4166	4A8C:L	100	79	0	0	1	79	329	407	1.54e-43	147	79
4172	3WHJ:A	100	19	0	0	1	19	99	117	4.23e-05	42.0	89
4190	7QQN:C	100	81	0	0	1	81	9	89	1.59e-47	158	81
4202	2IWP:B	100	84	0	0	1	84	13	96	2.37e-53	164	84
4270	1U3B:A	100	85	0	0	1	85	4	88	2.51e-53	166	85
4408	3PS4:D	100	57	0	0	1	57	998	1054	1.77e-33	122	57
4410	2OSG:B	100	77	0	0	9	85	2	78	5.41e-48	149	85
4462	5F67:A	100	80	0	0	1	80	16	95	1.02e-49	154	80
4474	4XHV:A	100	86	0	0	1	86	8	93	8.79e-54	164	86
4496	6IRD:C	100	79	0	0	1	79	108	186	2.63e-47	151	79
4499	3TSW:C	100	50	0	0	1	50	38	87	3.33e-25	97.4	50
4583	2KOJ:A	100	85	0	0	1	85	14	98	5.82e-53	163	85
4592	1WH1:A	100	83	0	0	1	83	22	104	6.61e-52	160	83
4617	4WYT:A	100	87	0	0	1	87	12	98	4.71e-55	171	87
4620	6AKQ:A	100	89	0	0	1	89	59	147	1.07e-56	175	89
4628	6NID:B	100	44	0	0	1	44	41	84	1.39e-24	89.0	44
4687	6NID:B	100	46	0	0	1	46	39	84	6.42e-26	92.4	46
