qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1bina	1BIN:B	100	143	0	0	1	143	1	143	4.39e-95	273	143
1lh1	2LH3:A	100	153	0	0	1	153	1	153	2.29e-104	297	153
1hlm	1HLM:A	100	158	0	0	1	158	1	158	1.94e-112	318	158
1hlb	1HLB:A	100	157	0	0	1	157	1	157	3.92e-107	305	157
2mm1	3RGK:A	100	149	0	0	1	149	1	149	4.90e-105	299	153
1pmba	1MWD:A	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1MWD:B	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1MWC:A	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1MWC:B	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1PMB:A	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1PMB:B	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1MYG:A	100	153	0	0	1	153	1	153	3.53e-108	307	153
1pmba	1MYG:B	100	153	0	0	1	153	1	153	3.53e-108	307	153
1ymb	1GJN:A	100	153	0	0	1	153	1	153	2.48e-108	307	153
1mbs	1MBS:A	100	153	0	0	1	153	1	153	2.48e-108	307	153
1emy	1EMY:A	100	153	0	0	1	153	1	153	8.65e-109	308	153
1lht	1LHT:A	100	153	0	0	1	153	1	153	1.01e-107	306	153
2pghb	2PGH:B	100	146	0	0	1	146	1	146	6.70e-105	298	146
2pghb	2PGH:D	100	146	0	0	1	146	1	146	6.70e-105	298	146
2pghb	1QPW:B	100	146	0	0	1	146	1	146	6.70e-105	298	146
2pghb	1QPW:D	100	146	0	0	1	146	1	146	6.70e-105	298	146
2hhbb	2W6V:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	2W6V:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	8DOV:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	1RQ4:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	1RQ4:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	1RQ3:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	1RQ3:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	3D17:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	3D17:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	3HXN:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	3HXN:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	3D7O:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	7UD8:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	7UD8:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	7UD7:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	7UD7:D	100	146	0	0	1	146	1	146	1.41e-106	302	146
2hhbb	1MKO:B	100	146	0	0	1	146	1	146	1.41e-106	302	146
