qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1mema	1BY8:A	100	215	0	0	1	215	96	310	6.89e-163	454	215
1icfa1	1ICF:A	100	175	0	0	1	175	1	175	4.07e-131	369	217
1icfa1	1ICF:C	100	175	0	0	1	175	1	175	4.07e-131	369	217
1icfa1	1MHW:A	100	174	0	0	1	174	1	174	2.27e-130	367	217
1icfa1	1MHW:B	100	174	0	0	1	174	1	174	2.27e-130	367	217
1icfa1	1ICF:B	100	42	0	0	176	217	1	42	2.33e-25	96.3	217
1icfa1	1ICF:D	100	42	0	0	176	217	1	42	2.33e-25	96.3	217
1icfa1	1MHW:C	100	41	0	0	177	217	1	41	1.80e-24	94.0	217
1icfa1	1MHW:D	100	41	0	0	177	217	1	41	1.80e-24	94.0	217
1gece	1GEC:E	100	216	0	0	1	216	1	216	1.33e-161	447	216
1ppo	1PPO:A	100	216	0	0	1	216	1	216	1.01e-156	435	216
1ppn	3LFY:C	100	212	0	0	1	212	1	212	1.96e-164	454	212
1cqda	1CQD:D	100	216	0	0	1	216	1	216	5.88e-165	456	216
2act	2ACT:A	100	218	0	0	1	218	1	218	1.14e-163	452	218
1thea	1CPJ:B	100	253	0	0	1	253	1	253	4.67e-203	555	253
1huca	1CSB:B	100	205	0	0	48	252	1	205	8.09e-163	451	252
1huca	1CSB:E	100	205	0	0	48	252	1	205	8.09e-163	451	252
1huca	2IPP:B	100	205	0	0	48	252	1	205	8.09e-163	451	252
1huca	1HUC:B	100	205	0	0	48	252	1	205	8.09e-163	451	252
1huca	1HUC:D	100	205	0	0	48	252	1	205	8.09e-163	451	252
1huca	1CSB:A	100	47	0	0	1	47	1	47	1.06e-29	108	252
1huca	1CSB:D	100	47	0	0	1	47	1	47	1.06e-29	108	252
1huca	2IPP:A	100	47	0	0	1	47	1	47	1.06e-29	108	252
1huca	1HUC:A	100	47	0	0	1	47	1	47	1.06e-29	108	252
1huca	1HUC:C	100	47	0	0	1	47	1	47	1.06e-29	108	252
1deua	1EF7:B	100	242	0	0	1	242	1	242	5.66e-194	531	242
