	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	A9CEY6_AGRT5/14-292	7BBZ:C	100	279	0	0	1	279	15	293	6.830000000000001e-200	550.0	279
1	D0ZWW5_SALT1/16-293	4R9O:C	100	278	0	0	1	278	16	293	4.31e-202	555.0	278
2	Q8ZPN5_SALTY/16-293	4R9O:C	100	278	0	0	1	278	16	293	4.31e-202	555.0	278
3	B5C092_SALET/16-293	4R9O:C	100	278	0	0	1	278	16	293	4.31e-202	555.0	278
4	C9XGL7_SALTD/16-293	4R9O:C	100	278	0	0	1	278	16	293	4.31e-202	555.0	278
5	B5N571_SALET/16-293	4R9O:C	100	278	0	0	1	278	16	293	4.31e-202	555.0	278
6	B1LG72_ECOSM/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
7	C4ZVE7_ECOBW/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
8	C8TRD3_ECO26/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
9	YDBC_ECOLI/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
10	B1ISN9_ECOLC/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
11	A7ZZW5_ECOHS/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
12	C9QWV0_ECOD1/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
13	B7L6C1_ECO55/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
14	B1XDB9_ECODH/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
15	C8UPK4_ECO1A/15-285	8TF1:A	100	271	0	0	1	271	16	286	9.750000000000001e-195	536.0	271
16	Q9X265_THEMA/15-274	6KIK:A	100	260	0	0	1	260	16	275	4.47e-190	523.0	260
17	Q92NR7_RHIME/18-270	4PMJ:A	100	253	0	0	1	253	18	270	7.45e-184	508.0	253
18	A6T7Q7_KLEP7/26-283	6CIA:A	100	258	0	0	1	258	16	273	9.909999999999999e-191	525.0	258
19	Q5FQJ0_GLUOX/17-314	3N2T:A	100	298	0	0	1	298	17	314	5.6599999999999994e-220	603.0	298
20	IOLS_BACSU/15-310	1PZ0:A	100	296	0	0	1	296	14	309	4.3900000000000004e-215	590.0	296
21	Q9KE47_BACHD/15-288	1YNQ:B	100	274	0	0	1	274	17	290	6.7499999999999995e-199	547.0	274
22	C1ND47_9ESCH/15-339	1LQA:B	100	325	0	0	1	325	15	339	7.14e-237	647.0	325
