qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
5	5JT1:A	100	156	0	0	1	156	18	173	3.15e-109	315	156
102	7EU3:K	100	101	0	0	16	116	55	155	1.05e-67	204	116
167	5O31:B	100	111	0	0	1	111	27	137	8.32e-81	236	111
167	5LC5:B	100	111	0	0	1	111	27	137	8.32e-81	236	111
167	5LDW:B	100	111	0	0	1	111	27	137	8.32e-81	236	111
167	5LDX:B	100	111	0	0	1	111	27	137	8.32e-81	236	111
167	7ZEB:6	100	111	0	0	1	111	24	134	9.19e-81	236	111
167	7DGZ:D	100	111	0	0	1	111	27	137	9.83e-81	236	111
167	7DH0:D	100	111	0	0	1	111	27	137	9.83e-81	236	111
167	7R4F:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R4C:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R47:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R4G:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R4D:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R43:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7R45:B	100	111	0	0	1	111	28	138	1.05e-80	236	111
167	7QSL:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7QSK:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7QSD:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	8Q48:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	8Q45:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	8Q0M:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	8Q0A:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7R42:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7R46:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7R44:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
167	7R41:B	100	111	0	0	1	111	29	139	1.09e-80	236	111
180	5XTB:C	100	95	0	0	1	95	30	124	1.56e-67	202	96
180	5XTD:C	100	95	0	0	1	95	30	124	1.56e-67	202	96
247	7EU3:K	100	65	0	0	1	65	44	108	2.27e-40	133	65
339	7O71:K	100	90	0	0	1	90	51	140	4.91e-63	191	101
358	1H2R:S	100	267	0	0	1	267	1	267	2.14e-206	565	267
362	4C3O:F	100	147	0	0	1	147	13	159	1.35e-103	299	147
487	1E3D:C	100	262	0	0	1	262	1	262	1.19e-205	562	262
504	5O31:B	100	33	0	0	1	33	76	108	9.14e-18	72.8	33
504	5LC5:B	100	33	0	0	1	33	76	108	9.14e-18	72.8	33
504	5LDW:B	100	33	0	0	1	33	76	108	9.14e-18	72.8	33
504	5LDX:B	100	33	0	0	1	33	76	108	9.14e-18	72.8	33
504	7ZEB:6	100	33	0	0	1	33	73	105	9.78e-18	72.8	33
504	7DGZ:D	100	33	0	0	1	33	76	108	1.02e-17	72.8	33
504	7DH0:D	100	33	0	0	1	33	76	108	1.02e-17	72.8	33
504	7R4F:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R4C:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R47:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R4G:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R4D:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R43:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	7R45:B	100	33	0	0	1	33	77	109	1.07e-17	72.8	33
504	6G2J:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	7QSL:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	7QSK:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	7QSD:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	8Q48:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	8Q45:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	7AK6:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	7AK5:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	8Q0M:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	8Q0A:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
504	6G72:B	100	33	0	0	1	33	78	110	1.09e-17	72.8	33
