qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
5	3MC2:A	100	26	0	0	1	26	4	29	3.61e-12	60.1	26
5	3MC2:B	100	26	0	0	1	26	4	29	3.61e-12	60.1	26
5	3MC2:C	100	26	0	0	1	26	4	29	3.61e-12	60.1	26
5	3MC2:D	100	26	0	0	1	26	4	29	3.61e-12	60.1	26
13	1CE2:A	100	58	0	0	1	58	617	674	2.84e-35	127	58
15	1H44:A	100	147	0	0	1	147	3	149	1.94e-107	311	147
15	1BKA:A	100	147	0	0	1	147	3	149	6.69e-103	311	147
15	7N88:B	100	147	0	0	1	147	3	149	6.69e-103	311	147
15	1CB6:A	100	147	0	0	1	147	6	152	7.19e-103	311	147
15	1LGB:C	100	62	0	0	86	147	1	62	3.71e-40	135	147
15	1Z6W:A	100	43	0	0	1	43	7	49	5.84e-27	98.2	147
15	1Z6V:A	100	43	0	0	1	43	7	49	5.84e-27	98.2	147
17	1LFC:A	100	25	0	0	12	36	1	25	1.10e-10	58.9	328
29	6XR0:M	100	215	0	0	1	215	3	217	3.80e-154	447	241
43	1BIY:A	100	30	0	0	1	30	386	415	4.04e-14	65.9	30
43	1CE2:A	100	30	0	0	1	30	386	415	4.04e-14	65.9	30
53	2BJJ:X	100	328	0	0	1	328	7	334	2.91e-245	682	328
64	6XR0:M	100	140	0	0	1	140	3	142	3.04e-95	291	143
95	3QYT:A	100	323	0	0	1	323	6	328	2.03e-243	677	323
96	1RYX:A	100	327	0	0	1	327	7	333	1.23e-242	676	327
106	1BIY:A	100	26	0	0	1	26	57	82	4.39e-11	57.0	26
125	1BLF:A	100	58	0	0	1	58	272	329	1.86e-31	116	58
138	6O0D:A	100	122	0	0	1	122	7	128	5.17e-81	256	122
141	5ID5:A	100	25	0	0	12	36	1	25	5.25e-10	57.0	324
147	1AOV:A	100	686	0	0	1	686	1	686	0.0	1418	686
164	1LFC:A	100	25	0	0	12	36	1	25	1.10e-10	58.9	328
168	1AOV:A	100	327	0	0	1	327	7	333	1.01e-241	673	327
170	1BKA:A	100	209	0	0	1	209	3	211	2.02e-152	441	209
170	7N88:B	100	209	0	0	1	209	3	211	2.02e-152	441	209
170	1CB6:A	100	209	0	0	1	209	6	214	2.20e-152	441	209
170	1Z6W:A	100	43	0	0	1	43	7	49	3.89e-26	98.2	209
170	1Z6V:A	100	43	0	0	1	43	7	49	3.89e-26	98.2	209
172	1AOV:A	100	326	0	0	1	326	345	670	1.25e-244	681	326
184	8D6U:A	100	336	0	0	1	336	469	804	2.05e-250	701	336
184	8D6U:B	100	336	0	0	1	336	469	804	2.05e-250	701	336
189	1BKA:A	100	328	0	0	1	328	3	330	2.54e-245	682	328
189	7N88:B	100	328	0	0	1	328	3	330	2.54e-245	682	328
189	1CB6:A	100	328	0	0	1	328	6	333	2.81e-245	682	328
189	1Z6W:A	100	43	0	0	1	43	7	49	5.44e-25	98.2	328
189	1Z6V:A	100	43	0	0	1	43	7	49	5.44e-25	98.2	328
194	1BKA:A	100	332	0	0	1	332	342	673	1.01e-250	696	332
194	7N88:B	100	332	0	0	1	332	342	673	1.01e-250	696	332
194	1LCF:A	100	332	0	0	1	332	345	676	1.12e-250	696	332
194	1FCK:A	100	332	0	0	1	332	345	676	1.12e-250	696	332
194	1CB6:A	100	332	0	0	1	332	345	676	1.12e-250	696	332
194	1B0L:A	100	332	0	0	1	332	345	676	1.12e-250	696	332
199	3QYT:A	100	323	0	0	1	323	342	664	3.62e-251	697	323
226	5ID5:A	100	25	0	0	12	36	1	25	5.25e-10	57.0	324
241	3QYT:A	100	188	0	0	1	188	6	193	4.47e-137	400	188
243	1BIY:A	100	45	0	0	1	45	6	50	2.32e-27	104	45
248	1H44:A	100	122	0	0	1	122	23	144	1.25e-86	257	122
248	1LCT:A	100	122	0	0	1	122	23	144	1.29e-86	257	122
248	1BKA:A	100	122	0	0	1	122	23	144	1.48e-82	257	122
248	7N88:B	100	122	0	0	1	122	23	144	1.48e-82	257	122
248	1LFI:A	100	122	0	0	1	122	26	147	1.57e-82	257	122
