	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	O58104_PYRHO/1-408	1VFF:A	100	408	0	0	1	408	1	408	2.2e-318	860	408
1	1e4ia	1E4I:A	100	447	0	0	1	447	1	447	0.0	959	447
2	Q65NL9_BACLD/5-476	7M1R:B	100	472	0	0	1	472	4	475	0.0	1008	472
3	BGLA_CLOTH/2-448	9IQB:A	100	447	0	0	1	447	1	447	0.0	927	447
4	BGLA_CLOTH/2-448	9IQB:B	100	447	0	0	1	447	1	447	0.0	927	447
5	BGLA_CLOTH/2-448	9IQB:C	100	447	0	0	1	447	1	447	0.0	927	447
6	BGLA_CLOTH/2-448	9IQB:D	100	447	0	0	1	447	1	447	0.0	927	447
7	BGLA_CLOTH/2-448	9IQB:E	100	447	0	0	1	447	1	447	0.0	927	447
8	BGLA_CLOTH/2-448	9IQB:F	100	447	0	0	1	447	1	447	0.0	927	447
9	BGLA_CLOTH/2-448	9IQB:G	100	447	0	0	1	447	1	447	0.0	927	447
10	BGLA_CLOTH/2-448	9IQB:H	100	447	0	0	1	447	1	447	0.0	927	447
11	BGLA_CLOTH/2-448	9IQB:I	100	447	0	0	1	447	1	447	0.0	927	447
12	BGLA_CLOTH/2-448	9IQB:J	100	447	0	0	1	447	1	447	0.0	927	447
13	BGLA_CLOTH/2-448	9IQB:K	100	447	0	0	1	447	1	447	0.0	927	447
14	BGLA_CLOTH/2-448	9IQB:L	100	447	0	0	1	447	1	447	0.0	927	447
15	1qoxa	1QOX:P	100	449	0	0	1	449	1	449	0.0	960	449
16	D2PL27_KRIFD/4-446	6M6L:A	100	443	0	0	1	443	5	447	0.0	930	443
17	BGLB_PAEPO/4-448	2JIE:A	100	445	0	0	1	445	1	445	0.0	958	445
18	B9V8P5_9MICC/7-470	3W53:A	100	464	0	0	1	464	6	469	0.0	953	464
19	1qvba	1QVB:B	100	481	0	0	1	481	1	481	0.0	1014	481
20	Q51723_PYRFU/280-456	3WDP:S	100	177	0	0	1	177	280	456	2.83e-127	368	177
21	Q564N5_9BASI/108-594	6M4E:A	100	487	0	0	1	487	54	540	0.0	1025	487
22	1e73m	1DWA:M	100	331	0	0	1	331	1	331	4.07e-254	697	331
23	Q7X9A9_CAMSI/35-507	3WQ5:A	100	473	0	0	1	473	3	475	0.0	984	473
24	O93785_TRIRE/1-462	3AHY:B	100	462	0	0	1	462	2	463	0.0	976	462
25	MYRA_SINAL/21-501	1E73:M	100	481	0	0	1	481	19	499	0.0	1015	481
26	MYRA_SINAL/21-501	1E71:M	100	481	0	0	1	481	19	499	0.0	1015	481
27	MYRA_SINAL/21-501	1E70:M	100	481	0	0	1	481	19	499	0.0	1015	481
28	MYRA_SINAL/21-501	1E72:M	100	481	0	0	1	481	19	499	0.0	1015	481
29	MYRA_SINAL/21-501	1E4M:M	100	481	0	0	1	481	19	499	0.0	1015	481
30	MYRA_SINAL/21-501	1E6Q:M	100	481	0	0	1	481	19	499	0.0	1015	481
