qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
1zaa1	4R2D:A	100	31	0	0	1	31	2	32	2.21e-17	70.1	31
1zaa2	1LLM:C	100	28	0	0	1	28	3	30	9.09e-16	65.9	28
1zaa3	5N14:A	100	14	0	0	1	14	1	14	1.77e-04	35.8	26
1ard	2ADR:A	100	29	0	0	1	29	1	29	1.15e-14	62.4	29
1znf	1ZNF:A	100	25	0	0	1	25	1	25	1.38e-12	56.2	25
2drp2	2DRP:D	100	29	0	0	1	29	36	64	4.69e-17	68.6	29
3znf	4ZNF:A	100	30	0	0	1	30	1	30	5.62e-16	65.1	30
3znf	3ZNF:A	100	30	0	0	1	30	1	30	5.62e-16	65.1	30
5znf	5ZNF:A	100	30	0	0	1	30	1	30	3.26e-15	63.2	30
2drp1	2DRP:D	100	34	0	0	1	34	2	35	6.34e-21	78.6	34
1paa	1PAA:A	100	30	0	0	1	30	1	30	9.68e-17	67.0	30
1sp1	1VA3:A	100	29	0	0	1	29	1	29	1.52e-15	63.9	29
1sp2	1VA2:A	100	31	0	0	1	31	1	31	3.05e-18	70.9	31
1zfd	1ZFD:A	100	32	0	0	1	32	1	32	7.91e-19	72.4	32
