qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
PA21_AGKPI/1-123	1VAP:B	100	123	0	0	1	123	1	123	2.49e-98	280	123
1vapa	1VAP:B	100	123	0	0	1	123	1	123	2.49e-98	280	123
PA2A_CRODU/17-138	3R0L:A	100	33	0	0	25	57	1	33	7.50e-22	84.0	122
PA2A_CRODU/17-138	3R0L:B	100	32	0	0	71	102	1	32	1.30e-17	73.2	122
PA2A_CROSS/17-138	3R0L:A	100	33	0	0	25	57	1	33	7.50e-22	84.0	122
Q6A383_VIPAA/17-138	3DIH:A	100	122	0	0	1	122	1	122	2.14e-94	270	122
Q6A387_VIPAM/17-138	3DIH:A	100	122	0	0	1	122	1	122	2.14e-94	270	122
Q6A378_VIPAA/17-138	3DIH:A	100	122	0	0	1	122	1	122	2.14e-94	270	122
D0VX11_DABRP/1-121	1Q7A:A	100	121	0	0	1	121	1	121	1.70e-95	272	121
B3RFI8_9SAUR/17-137	1Q7A:A	100	121	0	0	1	121	1	121	1.70e-95	272	121
PA28_DABRR/1-121	1Q7A:A	100	121	0	0	1	121	1	121	1.70e-95	272	121
1cl5a	1Q7A:A	100	121	0	0	1	121	1	121	1.70e-95	272	121
PA2A_VIPAA/17-138	3G8G:A	100	122	0	0	1	122	1	122	1.56e-96	275	122
PA2C_VIPAA/17-138	3G8H:A	100	122	0	0	1	122	1	122	1.56e-96	275	122
1bbc	3U8B:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	3U8H:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	3U8H:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	3U8D:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	3U8D:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1J1A:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1J1A:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1DB5:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1DB4:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1POD:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1POE:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1POE:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:C	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:D	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:E	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KVO:F	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1KQU:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1DCY:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1AYP:A	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1AYP:B	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1AYP:C	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1AYP:D	100	124	0	0	1	124	1	124	2.49e-94	270	124
1bbc	1AYP:E	100	124	0	0	1	124	1	124	2.49e-94	270	124
PA2GA_HUMAN/21-140	3U8B:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	3U8H:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	3U8H:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	3U8D:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	3U8D:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1J1A:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1J1A:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1DB5:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1DB4:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1POD:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1POE:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1POE:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:C	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:D	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:E	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KVO:F	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1KQU:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1DCY:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1AYP:A	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1AYP:B	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1AYP:C	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1AYP:D	100	120	0	0	1	120	1	120	2.78e-90	259	120
PA2GA_HUMAN/21-140	1AYP:E	100	120	0	0	1	120	1	120	2.78e-90	259	120
Q8NI47_HUMAN/7-48	5G3N:A	100	41	0	0	2	42	2	42	6.40e-25	90.9	42
Q96RW8_HUMAN/7-48	5G3N:A	100	41	0	0	2	42	2	42	6.40e-25	90.9	42
PA22_BOTMO/1-122	6B84:B	100	122	0	0	1	122	1	122	3.70e-95	271	122
PA21B_BOTPI/1-121	4YU7:B	100	121	0	0	1	121	1	121	3.43e-95	271	121
