qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
6taa	2GVY:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	2GVY:B	100	476	0	0	1	476	1	476	0.0	960	476
6taa	6YQ7:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	6YQ7:B	100	476	0	0	1	476	1	476	0.0	960	476
6taa	6TAA:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	7TAA:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	3KWX:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	7P4W:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	3VX1:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	2GUY:A	100	476	0	0	1	476	1	476	0.0	960	476
6taa	3VX0:A	100	475	0	0	1	475	1	475	0.0	958	476
2aaa	2AAA:A	100	476	0	0	1	476	1	476	0.0	935	476
1cgt	1CGT:A	100	502	0	0	1	502	1	502	0.0	1012	502
1cdg	1CXE:A	100	503	0	0	1	503	1	503	0.0	1017	503
1cyg	1CYG:A	100	499	0	0	1	499	1	499	0.0	1026	499
1bvnp	1BVN:P	100	496	0	0	1	496	1	496	0.0	1056	496
1jae	1JAE:A	100	470	0	0	1	470	2	471	0.0	982	470
1aqm	1B0I:A	100	448	0	0	1	448	1	448	0.0	928	448
1bag	1BAG:A	100	425	0	0	1	425	1	425	0.0	866	425
1avaa	1AVA:B	100	403	0	0	1	403	1	403	0.0	863	403
